Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 2.630,8266735,43.04,PC_Sample_12_USSB_32_3,2.71,1200468,10,43.04,2.63,2.569,0.141
2,Cpd 2: 10.171,734743,43.04,PC_Sample_12_USSB_32_3,10.697,24378,5,43.04,10.171,10.122,0.574
3,Cpd 3: 13.435,3983305,98.07,PC_Sample_12_USSB_32_3,13.535,846380,11,98.07,13.435,13.385,0.15
4,Cpd 4: 13.543,2974185,91.08,PC_Sample_12_USSB_32_3,13.644,684456,11,91.08,13.543,13.488,0.156
5,Cpd 5: 15.700,851540,91.08,PC_Sample_12_USSB_32_3,15.779,240771,16,91.08,15.7,15.659,0.12
6,Cpd 6: 16.342,39396698,104.09,PC_Sample_12_USSB_32_3,16.435,7847127,15,104.09,16.342,16.298,0.137
7,Cpd 7: 17.790,908035,104.97,PC_Sample_12_USSB_32_3,17.869,142565,16,104.97,17.79,17.753,0.116
8,Cpd 8: 18.458,831320,57.1,PC_Sample_12_USSB_32_3,18.535,159834,19,57.1,18.458,18.421,0.114
9,Cpd 9: 24.834,683320,92.09,PC_Sample_12_USSB_32_3,24.926,105640,21,92.09,24.834,24.79,0.135
10,Cpd 10: 25.486,15378512,91.08,PC_Sample_12_USSB_32_3,25.601,2578788,28,91.08,25.486,25.437,0.164
11,Cpd 11: 26.315,834752,97.04,PC_Sample_12_USSB_32_3,26.423,29803,47,97.04,26.315,26.263,0.16
12,Cpd 12: 26.476,438998,206.2,PC_Sample_12_USSB_32_3,26.536,22212,44,206.2,26.476,26.408,0.128
13,Cpd 13: 27.281,569164,73.97,PC_Sample_12_USSB_32_3,27.368,41926,38,73.97,27.281,27.219,0.149
14,Cpd 14: 27.696,617406,97.04,PC_Sample_12_USSB_32_3,27.793,16773,44,97.04,27.696,27.633,0.16
15,Cpd 15: 28.459,7643978,72.99,PC_Sample_12_USSB_32_3,28.704,168273,69,72.99,28.459,28.379,0.324
16,Cpd 16: 28.721,602736,208.1,PC_Sample_12_USSB_32_3,28.732,108821,10,208.1,28.721,28.568,0.164
17,Cpd 17: 28.738,3037904,117.09,PC_Sample_12_USSB_32_3,28.75,595705,10,117.09,28.738,28.551,0.198
18,Cpd 18: 28.768,1233745,195.1,PC_Sample_12_USSB_32_3,28.992,59359,28,195.1,28.768,28.54,0.452
19,Cpd 19: 28.788,40689727,91.08,PC_Sample_12_USSB_32_3,29.091,2472701,12,91.08,28.788,28.534,0.557
20,Cpd 20: 28.796,20563633,207.1,PC_Sample_12_USSB_32_3,29.087,495050,34,207.1,28.796,28.515,0.572
21,Cpd 21: 29.385,700957,91.08,PC_Sample_12_USSB_32_3,29.412,36207,19,91.08,29.385,29.347,0.065
22,Cpd 22: 29.387,689483,91.08,PC_Sample_12_USSB_32_3,29.402,36207,25,91.08,29.387,29.377,0.025
23,Cpd 23: 29.441,501964,97.04,PC_Sample_12_USSB_32_3,29.522,19567,28,97.04,29.441,29.362,0.16
24,Cpd 24: 29.449,866884,91.08,PC_Sample_12_USSB_32_3,29.536,29134,45,91.08,29.449,29.354,0.181
