Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.385,523508,44,Balloons_Sample_13_USSB_13_1,1.676,91351,2,44,1.385,1.336,0.34
2,Cpd 2: 1.905,698530,44,Balloons_Sample_13_USSB_13_1,2.001,213792,5,44,1.905,1.874,0.127
3,Cpd 3: 2.627,332491,44.87,Balloons_Sample_13_USSB_13_1,2.732,68119,9,44.87,2.627,2.589,0.143
4,Cpd 4: 3.071,232768,43,Balloons_Sample_13_USSB_13_1,3.198,66223,4,43,3.071,3.034,0.164
5,Cpd 5: 3.370,200016,43,Balloons_Sample_13_USSB_13_1,3.5,21380,7,43,3.37,3.301,0.2
6,Cpd 6: 6.101,169880,131.96,Balloons_Sample_13_USSB_13_1,6.196,25611,10,131.96,6.101,6.01,0.186
7,Cpd 7: 10.230,292075,43,Balloons_Sample_13_USSB_13_1,10.662,11614,4,43,10.23,10.179,0.483
8,Cpd 8: 11.301,201845,43,Balloons_Sample_13_USSB_13_1,11.531,39757,4,43,11.301,11.261,0.27
9,Cpd 9: 13.427,3862420,98.08,Balloons_Sample_13_USSB_13_1,13.529,823780,11,98.08,13.427,13.375,0.154
10,Cpd 10: 13.672,323024,73.85,Balloons_Sample_13_USSB_13_1,13.807,42869,10,73.85,13.672,13.639,0.167
11,Cpd 11: 15.783,171404,96,Balloons_Sample_13_USSB_13_1,15.869,28802,14,96,15.783,15.745,0.124
12,Cpd 12: 17.692,183565,55,Balloons_Sample_13_USSB_13_1,17.772,50026,13,55,17.692,17.654,0.118
13,Cpd 13: 18.459,342039,57.02,Balloons_Sample_13_USSB_13_1,18.558,42245,19,57.02,18.459,18.411,0.147
14,Cpd 14: 19.333,187111,57.02,Balloons_Sample_13_USSB_13_1,19.375,17087,28,57.02,19.333,19.295,0.08
15,Cpd 15: 25.774,250903,86.9,Balloons_Sample_13_USSB_13_1,25.861,33020,14,86.9,25.774,25.722,0.139
16,Cpd 16: 26.316,206264,96.99,Balloons_Sample_13_USSB_13_1,26.401,7846,32,96.99,26.316,26.229,0.172
17,Cpd 17: 28.455,269903,72.98,Balloons_Sample_13_USSB_13_1,28.708,7806,29,72.98,28.455,28.393,0.315
18,Cpd 18: 28.701,163585,208.06,Balloons_Sample_13_USSB_13_1,28.736,36450,16,208.06,28.701,28.585,0.151
19,Cpd 19: 28.760,2340735,117.09,Balloons_Sample_13_USSB_13_1,28.769,295289,14,117.09,28.76,28.564,0.204
20,Cpd 20: 28.773,16121530,91.1,Balloons_Sample_13_USSB_13_1,29.177,923595,18,91.1,28.773,28.553,0.624
21,Cpd 21: 28.780,3205322,194.1,Balloons_Sample_13_USSB_13_1,28.98,135215,32,194.1,28.78,28.713,0.267
22,Cpd 22: 29.446,181082,96.99,Balloons_Sample_13_USSB_13_1,29.543,4976,27,96.99,29.446,29.377,0.166
