Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Score (MFE),RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,Score (Frag),FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,Acq Method,DA Method,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,1,,,Cpd 1: 1.384,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,176775,,44,,,,D:\2022-08-02_DJ_014.D,1.49,,,61237,,,2,Positive,,,,,,44,,,1.384,,1.341,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success
,,,,,,,,,,,,,,,,,,,,,,2,,,Cpd 2: 13.429,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,3923764,,98.08,,,,D:\2022-08-02_DJ_014.D,13.544,,,829590,,,11,Positive,,,,,,98.08,,,13.429,,13.379,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success
,,,,,,,,,,,,,,,,,,,,,,3,,,Cpd 3: 23.782,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,251094,,57.05,,,,D:\2022-08-02_DJ_014.D,23.829,,,15067,,,16,Positive,,,,,,57.05,,,23.782,,23.746,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success
,,,,,,,,,,,,,,,,,,,,,,4,,,Cpd 4: 23.800,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,164351,,70.99,,,,D:\2022-08-02_DJ_014.D,23.88,,,11949,,,13,Positive,,,,,,70.99,,,23.8,,23.785,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success
,,,,,,,,,,,,,,,,,,,,,,5,,,Cpd 5: 24.989,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,111262,,70.03,,,,D:\2022-08-02_DJ_014.D,25.019,,,6460,,,19,Positive,,,,,,70.03,,,24.989,,24.956,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success
,,,,,,,,,,,,,,,,,,,,,,6,,,Cpd 6: 25.001,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,129554,,68.99,,,,D:\2022-08-02_DJ_014.D,25.009,,,11472,,,23,Positive,,,,,,68.99,,,25.001,,24.994,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success
,,,,,,,,,,,,,,,,,,,,,,7,,,Cpd 7: 25.013,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,173327,,82.99,,,,D:\2022-08-02_DJ_014.D,25.027,,,13101,,,24,Positive,,,,,,82.99,,,25.013,,25.004,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success
,,,,,,,,,,,,,,,,,,,,,,8,,,Cpd 8: 25.024,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,156404,,82.99,,,,D:\2022-08-02_DJ_014.D,25.034,,,12236,,,24,Positive,,,,,,82.99,,,25.024,,25.004,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success
,,,,,,,,,,,,,,,,,,,,,,9,,,Cpd 9: 25.034,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,810224,,55.01,,,,D:\2022-08-02_DJ_014.D,25.067,,,16437,,,33,Positive,,,,,,55.01,,,25.034,,24.994,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success
,,,,,,,,,,,,,,,,,,,,,,10,,,Cpd 10: 26.470,,,,,,,,,,,,,,,,,,,,,,,,,Find by Chromatogram Deconvolution,123982,,165.01,,,,D:\2022-08-02_DJ_014.D,26.488,,,7427,,,17,Positive,,,,,,165.01,,,26.47,,26.402,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blank,,Demo Lab 8890 5977B,1,,Microplastics MMU (AN161) 28July.M,Deconvolution_2023-05-22.m,Success
