Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.156,102508,39.96,PC_Sample_4_USSB_29_1,1.239,24312,2,39.96,1.156,1.111,0.127
2,Cpd 2: 1.392,480203,44,PC_Sample_4_USSB_29_1,1.659,93336,2,44,1.392,1.347,0.312
3,Cpd 3: 1.809,158278,41,PC_Sample_4_USSB_29_1,1.876,30458,11,41,1.809,1.769,0.107
4,Cpd 4: 1.869,248336,53.88,PC_Sample_4_USSB_29_1,1.948,42977,10,53.88,1.869,1.834,0.114
5,Cpd 5: 1.911,268785,44,PC_Sample_4_USSB_29_1,1.969,86592,5,44,1.911,1.88,0.089
6,Cpd 6: 2.054,112523,47,PC_Sample_4_USSB_29_1,2.159,21449,4,47,2.054,2.017,0.143
7,Cpd 7: 2.635,251679,44.94,PC_Sample_4_USSB_29_1,2.751,66883,5,44.94,2.635,2.597,0.154
8,Cpd 8: 3.083,141738,43.02,PC_Sample_4_USSB_29_1,3.17,39474,4,43.02,3.083,3.048,0.122
9,Cpd 9: 3.378,146209,41,PC_Sample_4_USSB_29_1,3.47,23453,6,41,3.378,3.333,0.137
10,Cpd 10: 5.578,201625,43.02,PC_Sample_4_USSB_29_1,5.772,15828,9,43.02,5.578,5.504,0.268
11,Cpd 11: 6.110,134561,131.85,PC_Sample_4_USSB_29_1,6.214,22652,8,131.85,6.11,6.025,0.188
12,Cpd 12: 8.353,161698,77.98,PC_Sample_4_USSB_29_1,8.515,15543,8,77.98,8.353,8.239,0.276
13,Cpd 13: 10.230,402485,43.02,PC_Sample_4_USSB_29_1,10.53,15358,3,43.02,10.23,10.189,0.341
14,Cpd 14: 13.432,3949788,98.08,PC_Sample_4_USSB_29_1,13.53,842530,11,98.08,13.432,13.377,0.152
15,Cpd 15: 13.539,429734,90.96,PC_Sample_4_USSB_29_1,13.634,93716,12,90.96,13.539,13.488,0.147
16,Cpd 16: 14.431,720206,207,PC_Sample_4_USSB_29_1,14.509,153140,19,207,14.431,14.378,0.131
17,Cpd 17: 14.640,200607,44.94,PC_Sample_4_USSB_29_1,14.734,73147,8,44.94,14.64,14.612,0.122
18,Cpd 18: 14.757,159354,55.01,PC_Sample_4_USSB_29_1,14.827,29511,7,55.01,14.757,14.694,0.133
19,Cpd 19: 14.988,847505,78.95,PC_Sample_4_USSB_29_1,15.086,67044,30,78.95,14.988,14.941,0.145
20,Cpd 20: 15.698,1364059,90.96,PC_Sample_4_USSB_29_1,15.792,374092,16,90.96,15.698,15.657,0.135
21,Cpd 21: 15.779,207508,96.02,PC_Sample_4_USSB_29_1,15.868,33734,14,96.02,15.779,15.742,0.126
22,Cpd 22: 16.305,148232,98.08,PC_Sample_4_USSB_29_1,16.387,22460,13,98.08,16.305,16.269,0.118
23,Cpd 23: 16.342,9923852,104.1,PC_Sample_4_USSB_29_1,16.423,2248198,15,104.1,16.342,16.302,0.122
24,Cpd 24: 16.937,1347950,39.96,PC_Sample_4_USSB_29_1,17,396589,2,39.96,16.937,16.897,0.103
25,Cpd 25: 17.093,954841,39.96,PC_Sample_4_USSB_29_1,17.137,141763,3,39.96,17.093,17,0.137
26,Cpd 26: 17.235,171419,281,PC_Sample_4_USSB_29_1,17.318,33513,22,281,17.235,17.193,0.126
27,Cpd 27: 17.696,315708,55.01,PC_Sample_4_USSB_29_1,17.75,60302,23,55.01,17.696,17.655,0.095
28,Cpd 28: 17.798,156852,106.05,PC_Sample_4_USSB_29_1,17.87,25474,10,106.05,17.798,17.764,0.107
29,Cpd 29: 18.088,103308,57.05,PC_Sample_4_USSB_29_1,18.141,11078,18,57.05,18.088,18.009,0.131
30,Cpd 30: 18.155,102572,57.05,PC_Sample_4_USSB_29_1,18.234,11154,18,57.05,18.155,18.087,0.147
31,Cpd 31: 18.463,251764,57.05,PC_Sample_4_USSB_29_1,18.544,46766,19,57.05,18.463,18.428,0.116
32,Cpd 32: 18.638,163061,93.94,PC_Sample_4_USSB_29_1,18.723,42812,14,93.94,18.638,18.601,0.122
33,Cpd 33: 18.777,102527,55.01,PC_Sample_4_USSB_29_1,18.818,6029,18,55.01,18.777,18.715,0.103
34,Cpd 34: 19.336,563664,57.05,PC_Sample_4_USSB_29_1,19.401,39378,42,57.05,19.336,19.285,0.116
35,Cpd 35: 19.843,105864,58.87,PC_Sample_4_USSB_29_1,19.925,7961,22,58.87,19.843,19.772,0.152
36,Cpd 36: 19.914,145437,68.99,PC_Sample_4_USSB_29_1,19.976,8314,28,68.99,19.914,19.862,0.114
37,Cpd 37: 20.457,112068,57.05,PC_Sample_4_USSB_29_1,20.515,6573,25,57.05,20.457,20.418,0.097
38,Cpd 38: 20.950,177686,56.02,PC_Sample_4_USSB_29_1,21.018,9971,36,56.02,20.95,20.89,0.128
39,Cpd 39: 21.003,376167,41.94,PC_Sample_4_USSB_29_1,21.09,14155,47,41.94,21.003,20.951,0.139
40,Cpd 40: 21.747,319594,112.97,PC_Sample_4_USSB_29_1,21.813,30175,26,112.97,21.747,21.713,0.099
41,Cpd 41: 21.826,137673,71.95,PC_Sample_4_USSB_29_1,21.896,24414,18,71.95,21.826,21.788,0.109
