Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
106,Cpd 106: 25.078,65904,183.01,Balloons_Sample_17_USSB_14_2,25.131,9609,15,183.01,25.078,25.037,0.094
107,Cpd 107: 25.105,74432,172.93,Balloons_Sample_17_USSB_14_2,25.146,7493,19,172.93,25.105,25.056,0.09
108,Cpd 108: 25.460,121544,57.07,Balloons_Sample_17_USSB_14_2,25.514,11905,16,57.07,25.46,25.406,0.109
109,Cpd 109: 25.794,444932,89.98,Balloons_Sample_17_USSB_14_2,25.894,40418,25,89.98,25.794,25.742,0.153
110,Cpd 110: 26.366,551410,91,Balloons_Sample_17_USSB_14_2,26.492,66224,25,91,26.366,26.312,0.179
111,Cpd 111: 26.583,62992,57.07,Balloons_Sample_17_USSB_14_2,26.614,5848,12,57.07,26.583,26.541,0.073
112,Cpd 112: 26.839,125761,111.06,Balloons_Sample_17_USSB_14_2,26.904,8440,27,111.06,26.839,26.789,0.114
113,Cpd 113: 27.289,111998,73.95,Balloons_Sample_17_USSB_14_2,27.347,9997,16,73.95,27.289,27.211,0.136
114,Cpd 114: 27.379,66792,109.98,Balloons_Sample_17_USSB_14_2,27.442,6756,14,109.98,27.379,27.314,0.128
115,Cpd 115: 27.543,356073,123.01,Balloons_Sample_17_USSB_14_2,27.631,20470,40,123.01,27.543,27.484,0.147
116,Cpd 116: 27.976,59498,69.02,Balloons_Sample_17_USSB_14_2,28.005,2814,13,69.02,27.976,27.929,0.076
117,Cpd 117: 27.991,128037,57.07,Balloons_Sample_17_USSB_14_2,28.043,8474,14,57.07,27.991,27.896,0.147
118,Cpd 118: 28.232,47289,55.01,Balloons_Sample_17_USSB_14_2,28.261,3057,10,55.01,28.232,28.196,0.065
119,Cpd 119: 28.266,387023,57.07,Balloons_Sample_17_USSB_14_2,28.385,17028,17,57.07,28.266,28.154,0.231
120,Cpd 120: 28.282,190611,85.07,Balloons_Sample_17_USSB_14_2,28.307,12783,14,85.07,28.282,28.122,0.185
121,Cpd 121: 28.301,60790,113.04,Balloons_Sample_17_USSB_14_2,28.351,5426,18,113.04,28.301,28.27,0.08
122,Cpd 122: 28.447,147825,57.07,Balloons_Sample_17_USSB_14_2,28.496,4798,27,57.07,28.447,28.396,0.099
123,Cpd 123: 28.477,69515,73,Balloons_Sample_17_USSB_14_2,28.517,4235,17,73,28.477,28.448,0.069
124,Cpd 124: 28.544,2460805,149,Balloons_Sample_17_USSB_14_2,28.681,173954,23,149,28.544,28.465,0.216
125,Cpd 125: 28.579,41562,340.2,Balloons_Sample_17_USSB_14_2,28.627,2824,19,340.2,28.579,28.522,0.105
126,Cpd 126: 28.664,129476,231.84,Balloons_Sample_17_USSB_14_2,28.742,5303,23,231.84,28.664,28.564,0.178
127,Cpd 127: 28.676,39865,78.96,Balloons_Sample_17_USSB_14_2,28.742,3250,15,78.96,28.676,28.605,0.137
128,Cpd 128: 29.467,69073,123.01,Balloons_Sample_17_USSB_14_2,29.553,3750,15,123.01,29.467,29.41,0.143
129,Cpd 129: 29.491,47260,78.96,Balloons_Sample_17_USSB_14_2,29.542,2979,14,78.96,29.491,29.427,0.115
130,Cpd 130: 29.770,119961,57.07,Balloons_Sample_17_USSB_14_2,29.818,8870,13,57.07,29.77,29.719,0.099
131,Cpd 131: 29.774,81188,57.07,Balloons_Sample_17_USSB_14_2,29.828,8870,8,57.07,29.774,29.71,0.118
132,Cpd 132: 29.797,46714,71.1,Balloons_Sample_17_USSB_14_2,29.864,6277,7,71.1,29.797,29.71,0.155
