Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.374,364206,44,PC_Sample_8_USSB_31_2,1.602,79536,2,44,1.374,1.328,0.274
2,Cpd 2: 1.643,129687,63.84,PC_Sample_8_USSB_31_2,1.805,24832,4,63.84,1.643,1.592,0.213
3,Cpd 3: 1.792,187244,41.01,PC_Sample_8_USSB_31_2,1.859,33959,11,41.01,1.792,1.75,0.108
4,Cpd 4: 1.851,458852,54.04,PC_Sample_8_USSB_31_2,1.925,80350,11,54.04,1.851,1.813,0.112
5,Cpd 5: 1.891,243262,44,PC_Sample_8_USSB_31_2,1.967,77991,5,44,1.891,1.857,0.11
6,Cpd 6: 3.355,164967,41.01,PC_Sample_8_USSB_31_2,3.495,30333,5,41.01,3.355,3.314,0.181
7,Cpd 7: 6.084,191429,131.84,PC_Sample_8_USSB_31_2,6.181,30547,11,131.84,6.084,5.989,0.192
8,Cpd 8: 8.316,265265,78.07,PC_Sample_8_USSB_31_2,8.511,18267,8,78.07,8.316,8.218,0.293
9,Cpd 9: 10.217,188382,44.94,PC_Sample_8_USSB_31_2,10.491,10090,4,44.94,10.217,10.173,0.318
10,Cpd 10: 13.426,3955795,98.1,PC_Sample_8_USSB_31_2,13.533,846511,11,98.1,13.426,13.375,0.158
11,Cpd 11: 13.536,517191,90.97,PC_Sample_8_USSB_31_2,13.635,111430,11,90.97,13.536,13.483,0.152
12,Cpd 12: 13.816,140514,55.03,PC_Sample_8_USSB_31_2,13.868,10908,14,55.03,13.816,13.746,0.122
13,Cpd 13: 13.967,173062,43.03,PC_Sample_8_USSB_31_2,14.126,18783,14,43.03,13.967,13.921,0.205
14,Cpd 14: 14.430,2523793,207,PC_Sample_8_USSB_31_2,14.522,591224,13,207,14.43,14.374,0.148
15,Cpd 15: 14.633,356738,44.94,PC_Sample_8_USSB_31_2,14.727,141055,7,44.94,14.633,14.598,0.129
16,Cpd 16: 14.751,222340,55.03,PC_Sample_8_USSB_31_2,14.834,42754,10,55.03,14.751,14.699,0.135
17,Cpd 17: 14.984,1486186,79,PC_Sample_8_USSB_31_2,15.102,130437,31,79,14.984,14.937,0.166
18,Cpd 18: 15.931,148666,56.04,PC_Sample_8_USSB_31_2,16.004,12614,20,56.04,15.931,15.867,0.137
19,Cpd 19: 16.338,12844934,104.1,PC_Sample_8_USSB_31_2,16.43,2917287,15,104.1,16.338,16.297,0.133
20,Cpd 20: 17.229,376078,280.99,PC_Sample_8_USSB_31_2,17.315,69018,25,280.99,17.229,17.182,0.133
21,Cpd 21: 17.480,156900,56.04,PC_Sample_8_USSB_31_2,17.536,13042,21,56.04,17.48,17.447,0.089
22,Cpd 22: 17.685,194316,55.03,PC_Sample_8_USSB_31_2,17.738,23373,23,55.03,17.685,17.65,0.088
23,Cpd 23: 18.455,144986,57.07,PC_Sample_8_USSB_31_2,18.52,26990,17,57.07,18.455,18.414,0.107
24,Cpd 24: 18.631,135271,94.02,PC_Sample_8_USSB_31_2,18.722,23852,21,94.02,18.631,18.577,0.145
25,Cpd 25: 18.770,189971,55.03,PC_Sample_8_USSB_31_2,18.817,12758,25,55.03,18.77,18.715,0.103
26,Cpd 26: 19.324,857672,105.88,PC_Sample_8_USSB_31_2,19.421,173865,17,105.88,19.324,19.288,0.133
27,Cpd 27: 19.332,525073,79,PC_Sample_8_USSB_31_2,19.415,33498,41,79,19.332,19.278,0.137
28,Cpd 28: 19.396,252099,59.97,PC_Sample_8_USSB_31_2,19.665,20233,7,59.97,19.396,19.369,0.295
29,Cpd 29: 19.844,147978,58.96,PC_Sample_8_USSB_31_2,19.88,12353,23,58.96,19.844,19.771,0.109
30,Cpd 30: 19.911,241915,55.03,PC_Sample_8_USSB_31_2,19.975,13920,34,55.03,19.911,19.868,0.107
31,Cpd 31: 19.959,193887,57.07,PC_Sample_8_USSB_31_2,20.009,29851,21,57.07,19.959,19.927,0.082
32,Cpd 32: 20.949,348338,55.03,PC_Sample_8_USSB_31_2,20.979,15226,44,55.03,20.949,20.899,0.08
33,Cpd 33: 20.992,509649,57.07,PC_Sample_8_USSB_31_2,21.065,39566,45,57.07,20.992,20.941,0.124
34,Cpd 34: 21.745,601944,112.98,PC_Sample_8_USSB_31_2,21.829,61996,25,112.98,21.745,21.708,0.12
35,Cpd 35: 21.915,721882,83.1,PC_Sample_8_USSB_31_2,21.979,40654,38,83.1,21.915,21.874,0.105
36,Cpd 36: 21.950,509740,57.07,PC_Sample_8_USSB_31_2,22.021,79767,25,57.07,21.95,21.895,0.126
37,Cpd 37: 22.419,207459,71.08,PC_Sample_8_USSB_31_2,22.467,20896,21,71.08,22.419,22.372,0.095
38,Cpd 38: 22.499,1147714,57.07,PC_Sample_8_USSB_31_2,22.534,29368,35,57.07,22.499,22.433,0.101
39,Cpd 39: 22.819,290752,83.1,PC_Sample_8_USSB_31_2,22.894,22507,30,83.1,22.819,22.787,0.107
40,Cpd 40: 22.848,271387,71.08,PC_Sample_8_USSB_31_2,22.894,32524,22,71.08,22.848,22.797,0.097
41,Cpd 41: 23.567,689784,190.9,PC_Sample_8_USSB_31_2,23.63,205202,22,190.9,23.567,23.531,0.099
42,Cpd 42: 23.669,667862,83.1,PC_Sample_8_USSB_31_2,23.754,41215,32,83.1,23.669,23.634,0.12
43,Cpd 43: 23.694,476886,57.07,PC_Sample_8_USSB_31_2,23.74,62864,22,57.07,23.694,23.632,0.109
44,Cpd 44: 24.181,295389,169.02,PC_Sample_8_USSB_31_2,24.237,56404,29,169.02,24.181,24.147,0.09
45,Cpd 45: 24.261,215570,97.1,PC_Sample_8_USSB_31_2,24.315,11389,38,97.1,24.261,24.223,0.092
46,Cpd 46: 24.385,1044327,143.98,PC_Sample_8_USSB_31_2,24.464,252118,15,143.98,24.385,24.353,0.111
47,Cpd 47: 24.501,177008,97.1,PC_Sample_8_USSB_31_2,24.567,11039,28,97.1,24.501,24.462,0.105
48,Cpd 48: 24.710,212144,55.03,PC_Sample_8_USSB_31_2,24.792,14967,32,55.03,24.71,24.635,0.156
49,Cpd 49: 24.834,1293617,92.06,PC_Sample_8_USSB_31_2,24.92,208771,20,92.06,24.834,24.794,0.126
50,Cpd 50: 25.200,541088,97.1,PC_Sample_8_USSB_31_2,25.259,25586,45,97.1,25.2,25.153,0.107
51,Cpd 51: 25.327,337996,104.1,PC_Sample_8_USSB_31_2,25.422,110041,11,104.1,25.327,25.28,0.141
52,Cpd 52: 25.487,1568270,90.97,PC_Sample_8_USSB_31_2,25.591,266393,28,90.97,25.487,25.441,0.151
53,Cpd 53: 25.675,279445,115.01,PC_Sample_8_USSB_31_2,25.725,6146,52,115.01,25.675,25.618,0.107
54,Cpd 54: 25.750,1243465,99.06,PC_Sample_8_USSB_31_2,25.832,96554,42,99.06,25.75,25.702,0.13
55,Cpd 55: 25.863,6261398,104.1,PC_Sample_8_USSB_31_2,25.967,1780303,15,104.1,25.863,25.811,0.157
56,Cpd 56: 26.148,237508,129.95,PC_Sample_8_USSB_31_2,26.2,12068,31,129.95,26.148,26.069,0.132
57,Cpd 57: 26.318,10841552,97.1,PC_Sample_8_USSB_31_2,26.454,403036,60,97.1,26.318,26.265,0.189
58,Cpd 58: 26.477,152665,206.1,PC_Sample_8_USSB_31_2,26.553,11556,23,206.1,26.477,26.422,0.132
59,Cpd 59: 26.507,1027046,43.03,PC_Sample_8_USSB_31_2,26.633,24198,68,43.03,26.507,26.437,0.197
60,Cpd 60: 26.768,772662,90.97,PC_Sample_8_USSB_31_2,26.889,144182,17,90.97,26.768,26.706,0.183
61,Cpd 61: 27.271,5063643,57.97,PC_Sample_8_USSB_31_2,27.41,333731,44,57.97,27.271,27.21,0.2
62,Cpd 62: 27.699,1368850,97.1,PC_Sample_8_USSB_31_2,27.79,38710,60,97.1,27.699,27.629,0.16
63,Cpd 63: 28.461,4007958,73,PC_Sample_8_USSB_31_2,28.74,79605,66,73,28.461,28.377,0.363
64,Cpd 64: 28.523,550257,99.06,PC_Sample_8_USSB_31_2,28.65,44668,20,99.06,28.523,28.389,0.261
65,Cpd 65: 28.922,345764,69.04,PC_Sample_8_USSB_31_2,28.975,13802,29,69.04,28.922,28.837,0.137
66,Cpd 66: 29.139,171550,121.95,PC_Sample_8_USSB_31_2,29.242,6676,21,121.95,29.139,29.061,0.181
67,Cpd 67: 29.448,11998751,97.1,PC_Sample_8_USSB_31_2,29.629,235141,68,97.1,29.448,29.36,0.269
68,Cpd 68: 29.762,849856,43.03,PC_Sample_8_USSB_31_2,29.876,15641,56,43.03,29.762,29.673,0.202
69,Cpd 69: 29.776,150386,55.03,PC_Sample_8_USSB_31_2,29.837,8995,19,55.03,29.776,29.706,0.132
