Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.386,409808,44,PC_Sample_13_USSB_33_1,1.63,81009,2,44,1.386,1.343,0.287
2,Cpd 2: 2.639,5316313,43.04,PC_Sample_13_USSB_33_1,2.73,751810,12,43.04,2.639,2.583,0.147
3,Cpd 3: 13.432,3744842,98.08,PC_Sample_13_USSB_33_1,13.523,793786,11,98.08,13.432,13.377,0.146
4,Cpd 4: 13.539,2540228,91.08,PC_Sample_13_USSB_33_1,13.634,571828,11,91.08,13.539,13.487,0.146
5,Cpd 5: 16.345,38339737,104.09,PC_Sample_13_USSB_33_1,16.449,7599646,15,104.09,16.345,16.302,0.147
6,Cpd 6: 16.775,742151,105.1,PC_Sample_13_USSB_33_1,16.856,206999,16,105.1,16.775,16.736,0.12
7,Cpd 7: 17.792,802531,105.1,PC_Sample_13_USSB_33_1,17.863,123239,17,105.1,17.792,17.756,0.107
8,Cpd 8: 18.458,1209546,57.1,PC_Sample_13_USSB_33_1,18.537,243046,18,57.1,18.458,18.421,0.116
9,Cpd 9: 18.869,1543687,82.99,PC_Sample_13_USSB_33_1,18.95,284305,21,82.99,18.869,18.828,0.122
10,Cpd 10: 21.617,9138774,57.1,PC_Sample_13_USSB_33_1,21.699,1234473,32,57.1,21.617,21.577,0.122
11,Cpd 11: 24.835,729887,92.1,PC_Sample_13_USSB_33_1,24.917,112706,21,92.1,24.835,24.792,0.126
12,Cpd 12: 25.098,537882,81.96,PC_Sample_13_USSB_33_1,25.163,23957,45,81.96,25.098,25.058,0.105
13,Cpd 13: 25.487,15366070,91.08,PC_Sample_13_USSB_33_1,25.592,2583845,28,91.08,25.487,25.438,0.154
14,Cpd 14: 26.182,428121,81.96,PC_Sample_13_USSB_33_1,26.239,15954,38,81.96,26.182,26.132,0.107
15,Cpd 15: 26.317,850563,96.99,PC_Sample_13_USSB_33_1,26.405,31113,54,96.99,26.317,26.262,0.143
16,Cpd 16: 27.269,461026,57.87,PC_Sample_13_USSB_33_1,27.345,29890,37,57.87,27.269,27.208,0.137
17,Cpd 17: 27.515,387597,81.96,PC_Sample_13_USSB_33_1,27.576,12706,35,81.96,27.515,27.452,0.124
18,Cpd 18: 28.456,522217,72.98,PC_Sample_13_USSB_33_1,28.679,16281,36,72.98,28.456,28.389,0.29
19,Cpd 19: 28.783,524299,128.07,PC_Sample_13_USSB_33_1,28.81,38173,25,128.07,28.783,28.587,0.223
20,Cpd 20: 28.799,16239270,91.08,PC_Sample_13_USSB_33_1,28.806,1803956,11,91.08,28.799,28.587,0.219
21,Cpd 21: 28.811,26073714,91.08,PC_Sample_13_USSB_33_1,29.224,1802584,16,91.08,28.811,28.583,0.641
22,Cpd 22: 29.442,825788,96.99,PC_Sample_13_USSB_33_1,29.537,18836,41,96.99,29.442,29.358,0.179
