Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.155,114124,39.94,Blank_59,1.212,32038,3,39.94,1.155,1.061,0.15
2,Cpd 2: 1.383,195243,44,Blank_59,1.491,61258,5,44,1.383,1.339,0.152
3,Cpd 3: 1.902,42876,44,Blank_59,1.952,14388,3,44,1.902,1.841,0.11
4,Cpd 4: 3.074,41400,43.01,Blank_59,3.222,11019,3,43.01,3.074,3.042,0.181
5,Cpd 5: 3.372,51683,75.92,Blank_59,3.437,14064,4,75.92,3.372,3.331,0.107
6,Cpd 6: 11.825,209030,69,Blank_59,11.927,18089,14,69,11.825,11.764,0.164
7,Cpd 7: 13.426,3955666,98.1,Blank_59,13.542,820314,11,98.1,13.426,13.375,0.167
8,Cpd 8: 14.428,204217,207,Blank_59,14.495,39245,18,207,14.428,14.375,0.12
9,Cpd 9: 16.392,130888,62.83,Blank_59,16.587,12206,9,62.83,16.392,16.365,0.223
10,Cpd 10: 17.799,45862,104.87,Blank_59,18.214,2930,6,104.87,17.799,17.691,0.523
11,Cpd 11: 18.640,47660,93.94,Blank_59,18.745,9515,4,93.94,18.64,18.532,0.213
12,Cpd 12: 18.964,70134,111.87,Blank_59,19.137,4849,8,111.87,18.964,18.932,0.206
13,Cpd 13: 19.181,226433,73,Blank_59,19.27,53667,17,73,19.181,19.141,0.129
14,Cpd 14: 19.336,42340,56.99,Blank_59,19.398,4312,15,56.99,19.336,19.299,0.099
15,Cpd 15: 19.762,297899,98.94,Blank_59,19.852,38261,21,98.94,19.762,19.723,0.129
16,Cpd 16: 21.749,74147,55,Blank_59,21.876,4127,13,55,21.749,21.605,0.27
17,Cpd 17: 21.953,64423,56.99,Blank_59,21.996,8598,12,56.99,21.953,21.881,0.114
18,Cpd 18: 22.419,67944,44,Blank_59,22.508,6641,13,44,22.419,22.377,0.131
19,Cpd 19: 22.849,81300,56.99,Blank_59,22.92,12832,13,56.99,22.849,22.813,0.107
20,Cpd 20: 23.211,49062,43.01,Blank_59,23.234,2811,9,43.01,23.211,23.183,0.051
21,Cpd 21: 23.241,142766,109.93,Blank_59,23.371,3086,18,109.93,23.241,23.125,0.246
22,Cpd 22: 23.278,62620,56.99,Blank_59,23.316,4684,8,56.99,23.278,23.23,0.086
23,Cpd 23: 23.330,49879,204.79,Blank_59,23.367,9488,14,204.79,23.33,23.297,0.071
24,Cpd 24: 23.695,66562,56.99,Blank_59,23.758,9291,14,56.99,23.695,23.653,0.105
25,Cpd 25: 23.817,185301,56.99,Blank_59,23.914,8142,15,56.99,23.817,23.716,0.198
26,Cpd 26: 24.119,191947,71.01,Blank_59,24.199,51132,19,71.01,24.119,24.078,0.12
27,Cpd 27: 24.337,67430,84.98,Blank_59,24.445,5734,10,84.98,24.337,24.25,0.195
28,Cpd 28: 25.101,81038,172.95,Blank_59,25.152,7797,21,172.95,25.101,25.061,0.092
29,Cpd 29: 26.952,69881,71.01,Blank_59,27.089,11252,11,71.01,26.952,26.834,0.256
30,Cpd 30: 26.971,344043,56.99,Blank_59,27.103,13900,15,56.99,26.971,26.83,0.273
31,Cpd 31: 29.809,43579,125,Blank_59,29.877,6890,5,125,29.809,29.73,0.147
32,Cpd 32: 29.866,43506,73,Blank_59,29.898,5250,3,73,29.866,29.837,0.061
