Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.139,82256,39.93,PBBC_Sample_8_USE_42_1,1.212,22022,2,39.93,1.139,1.086,0.126
2,Cpd 2: 1.372,284809,44,PBBC_Sample_8_USE_42_1,1.505,74127,2,44,1.372,1.324,0.181
3,Cpd 3: 1.504,42332,41,PBBC_Sample_8_USE_42_1,1.56,9000,7,41,1.504,1.473,0.087
4,Cpd 4: 1.697,76269,63.75,PBBC_Sample_8_USE_42_1,1.935,6606,8,63.75,1.697,1.598,0.337
5,Cpd 5: 1.792,64916,41,PBBC_Sample_8_USE_42_1,1.855,13691,8,41,1.792,1.75,0.105
6,Cpd 6: 1.893,616183,44,PBBC_Sample_8_USE_42_1,1.996,186099,5,44,1.893,1.859,0.137
7,Cpd 7: 1.996,67319,64.85,PBBC_Sample_8_USE_42_1,2.051,16921,6,64.85,1.996,1.95,0.101
8,Cpd 8: 2.033,40154,46.75,PBBC_Sample_8_USE_42_1,2.114,5563,4,46.75,2.033,2.001,0.112
9,Cpd 9: 2.619,116438,44.92,PBBC_Sample_8_USE_42_1,2.73,30609,5,44.92,2.619,2.583,0.146
10,Cpd 10: 2.923,61119,55.88,PBBC_Sample_8_USE_42_1,3.055,9228,4,55.88,2.923,2.876,0.179
11,Cpd 11: 3.068,99760,43.01,PBBC_Sample_8_USE_42_1,3.194,27527,3,43.01,3.068,3.029,0.166
12,Cpd 12: 3.355,90792,43.01,PBBC_Sample_8_USE_42_1,3.497,8840,6,43.01,3.355,3.295,0.202
13,Cpd 13: 4.515,42565,41,PBBC_Sample_8_USE_42_1,4.604,3745,7,41,4.515,4.45,0.154
14,Cpd 14: 5.929,41363,74.78,PBBC_Sample_8_USE_42_1,6.156,4487,4,74.78,5.929,5.831,0.325
15,Cpd 15: 6.091,109156,131.84,PBBC_Sample_8_USE_42_1,6.198,17098,7,131.84,6.091,6.007,0.19
16,Cpd 16: 8.337,165521,77.84,PBBC_Sample_8_USE_42_1,8.465,18590,8,77.84,8.337,8.216,0.249
17,Cpd 17: 9.494,44497,41,PBBC_Sample_8_USE_42_1,9.629,2131,7,41,9.494,9.37,0.259
18,Cpd 18: 10.305,142429,43.01,PBBC_Sample_8_USE_42_1,10.753,8403,4,43.01,10.305,10.237,0.515
19,Cpd 19: 10.874,41545,55.88,PBBC_Sample_8_USE_42_1,10.97,4242,5,55.88,10.874,10.787,0.183
20,Cpd 20: 13.427,3790488,98.09,PBBC_Sample_8_USE_42_1,13.524,785201,11,98.09,13.427,13.374,0.15
