Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.159,146347,39.92,PDS_Sample_4_USSB_07_1,1.236,45418,3,39.92,1.159,1.107,0.129
2,Cpd 2: 1.386,444730,44,PDS_Sample_4_USSB_07_1,1.679,77171,2,44,1.386,1.31,0.369
3,Cpd 3: 1.514,217697,40.98,PDS_Sample_4_USSB_07_1,1.578,44745,8,40.98,1.514,1.487,0.091
4,Cpd 4: 1.801,261711,40.98,PDS_Sample_4_USSB_07_1,1.867,49270,14,40.98,1.801,1.763,0.105
5,Cpd 5: 1.903,179198,44,PDS_Sample_4_USSB_07_1,1.985,58237,6,44,1.903,1.869,0.116
6,Cpd 6: 2.624,350886,44.79,PDS_Sample_4_USSB_07_1,2.75,117997,3,44.79,2.624,2.588,0.162
7,Cpd 7: 2.635,1318327,43.01,PDS_Sample_4_USSB_07_1,2.736,202320,10,43.01,2.635,2.58,0.156
8,Cpd 8: 3.074,179206,43.01,PDS_Sample_4_USSB_07_1,3.191,50208,5,43.01,3.074,3.035,0.156
9,Cpd 9: 3.256,78396,43.01,PDS_Sample_4_USSB_07_1,3.32,12789,3,43.01,3.256,3.166,0.154
10,Cpd 10: 3.373,84581,75.86,PDS_Sample_4_USSB_07_1,3.466,15038,8,75.86,3.373,3.318,0.148
11,Cpd 11: 3.842,53834,43.01,PDS_Sample_4_USSB_07_1,3.928,4719,6,43.01,3.842,3.773,0.156
12,Cpd 12: 4.496,1082061,56.03,PDS_Sample_4_USSB_07_1,4.586,78584,17,56.03,4.496,4.411,0.175
13,Cpd 13: 5.664,45135,43.01,PDS_Sample_4_USSB_07_1,5.752,7218,5,43.01,5.664,5.461,0.291
14,Cpd 14: 5.933,47232,74.82,PDS_Sample_4_USSB_07_1,6.024,7179,4,74.82,5.933,5.824,0.2
15,Cpd 15: 6.098,51091,131.67,PDS_Sample_4_USSB_07_1,6.212,9080,3,131.67,6.098,6.005,0.207
16,Cpd 16: 8.326,115268,77.84,PDS_Sample_4_USSB_07_1,8.45,12949,5,77.84,8.326,8.221,0.228
17,Cpd 17: 9.487,47997,40.98,PDS_Sample_4_USSB_07_1,9.623,2470,6,40.98,9.487,9.37,0.253
18,Cpd 18: 10.290,251001,43.01,PDS_Sample_4_USSB_07_1,10.482,10032,6,43.01,10.29,10.241,0.241
19,Cpd 19: 10.852,72114,56.03,PDS_Sample_4_USSB_07_1,10.957,6400,7,56.03,10.852,10.782,0.175
20,Cpd 20: 12.319,53039,44,PDS_Sample_4_USSB_07_1,12.414,9142,2,44,12.319,12.237,0.177
21,Cpd 21: 13.051,766418,43.01,PDS_Sample_4_USSB_07_1,13.144,89914,17,43.01,13.051,12.99,0.154
22,Cpd 22: 13.425,3520536,98.1,PDS_Sample_4_USSB_07_1,13.519,723275,14,98.1,13.425,13.372,0.146
23,Cpd 23: 13.813,65417,54.98,PDS_Sample_4_USSB_07_1,13.87,5545,9,54.98,13.813,13.766,0.105
24,Cpd 24: 14.429,333693,206.9,PDS_Sample_4_USSB_07_1,14.521,45243,32,206.9,14.429,14.369,0.152
25,Cpd 25: 14.505,44332,43.01,PDS_Sample_4_USSB_07_1,14.603,13175,6,43.01,14.505,14.429,0.173
26,Cpd 26: 14.714,68988,44,PDS_Sample_4_USSB_07_1,14.793,5479,13,44,14.714,14.671,0.122
27,Cpd 27: 14.752,80175,54.98,PDS_Sample_4_USSB_07_1,14.802,10941,12,54.98,14.752,14.675,0.127
28,Cpd 28: 14.999,2921665,43.01,PDS_Sample_4_USSB_07_1,15.07,293744,20,43.01,14.999,14.954,0.116
29,Cpd 29: 15.779,94021,94.87,PDS_Sample_4_USSB_07_1,15.867,11990,11,94.87,15.779,15.74,0.127
30,Cpd 30: 15.841,83894,56.03,PDS_Sample_4_USSB_07_1,15.882,13271,10,56.03,15.841,15.799,0.084
31,Cpd 31: 15.932,69510,40.98,PDS_Sample_4_USSB_07_1,15.964,7519,13,40.98,15.932,15.89,0.074
32,Cpd 32: 15.994,59081,43.01,PDS_Sample_4_USSB_07_1,16.056,5078,12,43.01,15.994,15.959,0.097
33,Cpd 33: 16.303,81485,98.1,PDS_Sample_4_USSB_07_1,16.381,6626,14,98.1,16.303,16.267,0.114
34,Cpd 34: 16.338,39778,103.75,PDS_Sample_4_USSB_07_1,16.39,5818,8,103.75,16.338,16.291,0.099
35,Cpd 35: 17.482,92136,40.98,PDS_Sample_4_USSB_07_1,17.52,8735,15,40.98,17.482,17.448,0.072
36,Cpd 36: 17.555,58986,57.03,PDS_Sample_4_USSB_07_1,17.604,8466,11,57.03,17.555,17.507,0.097
