Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.381,631789,44,PC_Sample_16_USSB_34_1,1.68,109240,2,44,1.381,1.324,0.356
2,Cpd 2: 10.218,397741,43.01,PC_Sample_16_USSB_34_1,10.655,17214,4,43.01,10.218,10.166,0.489
3,Cpd 3: 13.432,3820632,98.1,PC_Sample_16_USSB_34_1,13.533,837445,11,98.1,13.432,13.38,0.152
4,Cpd 4: 13.540,1598629,91.1,PC_Sample_16_USSB_34_1,13.635,362387,11,91.1,13.54,13.485,0.15
5,Cpd 5: 15.703,442787,91.1,PC_Sample_16_USSB_34_1,15.776,123382,16,91.1,15.703,15.663,0.112
6,Cpd 6: 16.345,36627592,104.1,PC_Sample_16_USSB_34_1,16.44,7354747,15,104.1,16.345,16.299,0.141
7,Cpd 7: 24.834,851725,92.1,PC_Sample_16_USSB_34_1,24.927,134537,21,92.1,24.834,24.793,0.133
8,Cpd 8: 25.486,16056453,91.1,PC_Sample_16_USSB_34_1,25.59,2768931,27,91.1,25.486,25.436,0.155
9,Cpd 9: 25.859,2272539,104.1,PC_Sample_16_USSB_34_1,25.964,634488,15,104.1,25.859,25.81,0.155
10,Cpd 10: 26.316,823037,96.99,PC_Sample_16_USSB_34_1,26.414,29258,53,96.99,26.316,26.258,0.156
11,Cpd 11: 27.280,469764,73.98,PC_Sample_16_USSB_34_1,27.378,34037,37,73.98,27.28,27.223,0.154
12,Cpd 12: 27.694,467994,96.99,PC_Sample_16_USSB_34_1,27.774,13390,43,96.99,27.694,27.633,0.141
13,Cpd 13: 28.456,2836239,73,PC_Sample_16_USSB_34_1,28.671,62837,71,73,28.456,28.389,0.282
14,Cpd 14: 28.758,698856,178.07,PC_Sample_16_USSB_34_1,28.764,38076,28,178.07,28.758,28.751,0.013
15,Cpd 15: 28.781,12124094,117.09,PC_Sample_16_USSB_34_1,29.033,644021,20,117.09,28.781,28.555,0.479
16,Cpd 16: 28.792,34335200,91.1,PC_Sample_16_USSB_34_1,29.182,1950448,14,91.1,28.792,28.539,0.643
17,Cpd 17: 28.814,605279,129.1,PC_Sample_16_USSB_34_1,29.001,79120,18,129.1,28.814,28.797,0.204
18,Cpd 18: 29.447,600921,110.03,PC_Sample_16_USSB_34_1,29.545,15752,37,110.03,29.447,29.362,0.183
