Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.156,68836,40,PBBC_Sample_3_USE_14_3,1.205,18664,2,40,1.156,1.11,0.095
2,Cpd 2: 1.379,219437,44,PBBC_Sample_3_USE_14_3,1.591,49104,1,44,1.379,1.349,0.242
3,Cpd 3: 1.513,206148,41.01,PBBC_Sample_3_USE_14_3,1.578,42066,7,41.01,1.513,1.479,0.099
4,Cpd 4: 1.654,164751,63.84,PBBC_Sample_3_USE_14_3,1.84,28471,7,63.84,1.654,1.61,0.23
5,Cpd 5: 1.802,252636,41.01,PBBC_Sample_3_USE_14_3,1.871,48046,13,41.01,1.802,1.762,0.109
6,Cpd 6: 1.903,236266,44,PBBC_Sample_3_USE_14_3,1.966,75477,5,44,1.903,1.867,0.099
7,Cpd 7: 2.050,55916,46.84,PBBC_Sample_3_USE_14_3,2.126,9702,5,46.84,2.05,2.004,0.122
8,Cpd 8: 2.635,1094488,43.03,PBBC_Sample_3_USE_14_3,2.744,135384,12,43.03,2.635,2.579,0.166
9,Cpd 9: 2.877,107261,67,PBBC_Sample_3_USE_14_3,3.035,7611,9,67,2.877,2.813,0.223
10,Cpd 10: 3.074,267638,43.03,PBBC_Sample_3_USE_14_3,3.191,75029,5,43.03,3.074,3.034,0.158
11,Cpd 11: 3.251,287765,44.9,PBBC_Sample_3_USE_14_3,3.393,75346,8,44.9,3.251,3.203,0.19
12,Cpd 12: 3.373,109621,43.03,PBBC_Sample_3_USE_14_3,3.46,14314,6,43.03,3.373,3.306,0.154
13,Cpd 13: 3.975,64841,43.03,PBBC_Sample_3_USE_14_3,4.036,5336,8,43.03,3.975,3.66,0.377
14,Cpd 14: 4.499,998440,56.03,PBBC_Sample_3_USE_14_3,4.596,70161,19,56.03,4.499,4.421,0.175
15,Cpd 15: 5.594,79517,43.03,PBBC_Sample_3_USE_14_3,5.663,9776,7,43.03,5.594,5.507,0.156
16,Cpd 16: 5.940,92009,43.03,PBBC_Sample_3_USE_14_3,6.051,11265,4,43.03,5.94,5.85,0.202
17,Cpd 17: 8.345,128793,77.95,PBBC_Sample_3_USE_14_3,8.469,15696,6,77.95,8.345,8.232,0.238
18,Cpd 18: 10.259,320538,43.03,PBBC_Sample_3_USE_14_3,10.558,15962,3,43.03,10.259,10.187,0.371
19,Cpd 19: 10.869,88426,56.03,PBBC_Sample_3_USE_14_3,10.971,8016,8,56.03,10.869,10.598,0.373
20,Cpd 20: 11.348,104204,43.03,PBBC_Sample_3_USE_14_3,11.517,19152,7,43.03,11.348,11.285,0.232
21,Cpd 21: 13.064,617094,43.03,PBBC_Sample_3_USE_14_3,13.125,63178,16,43.03,13.064,13.003,0.122
22,Cpd 22: 13.436,3778039,98.07,PBBC_Sample_3_USE_14_3,13.553,780393,11,98.07,13.436,13.383,0.169
23,Cpd 23: 13.544,219933,91.01,PBBC_Sample_3_USE_14_3,13.612,46573,12,91.01,13.544,13.492,0.12
24,Cpd 24: 13.713,93186,56.03,PBBC_Sample_3_USE_14_3,13.794,12671,11,56.03,13.713,13.667,0.127
25,Cpd 25: 13.824,70256,55.03,PBBC_Sample_3_USE_14_3,13.922,5699,10,55.03,13.824,13.777,0.145
26,Cpd 26: 13.977,46063,43.03,PBBC_Sample_3_USE_14_3,14.124,5633,10,43.03,13.977,13.867,0.257
27,Cpd 27: 14.436,339388,207,PBBC_Sample_3_USE_14_3,14.5,75020,16,207,14.436,14.378,0.122
28,Cpd 28: 14.646,101912,44.9,PBBC_Sample_3_USE_14_3,14.734,11592,15,44.9,14.646,14.624,0.11
29,Cpd 29: 14.757,87721,55.03,PBBC_Sample_3_USE_14_3,14.831,15813,12,55.03,14.757,14.685,0.146
30,Cpd 30: 15.006,2670425,70.06,PBBC_Sample_3_USE_14_3,15.077,268218,20,70.06,15.006,14.959,0.118
31,Cpd 31: 15.344,48799,69.06,PBBC_Sample_3_USE_14_3,15.522,4529,11,69.06,15.344,15.185,0.337
32,Cpd 32: 15.626,87125,57.1,PBBC_Sample_3_USE_14_3,15.764,6399,16,57.1,15.626,15.391,0.373
33,Cpd 33: 15.782,146259,95.06,PBBC_Sample_3_USE_14_3,15.855,24953,14,95.06,15.782,15.741,0.114
34,Cpd 34: 15.844,100862,56.03,PBBC_Sample_3_USE_14_3,15.901,16952,14,56.03,15.844,15.811,0.089
35,Cpd 35: 15.934,74619,56.03,PBBC_Sample_3_USE_14_3,15.971,6993,13,56.03,15.934,15.902,0.069
36,Cpd 36: 16.341,2199732,104.1,PBBC_Sample_3_USE_14_3,16.42,489755,15,104.1,16.341,16.3,0.12
37,Cpd 37: 16.475,42828,43.03,PBBC_Sample_3_USE_14_3,16.595,7039,8,43.03,16.475,16.38,0.215
38,Cpd 38: 16.613,46554,44,PBBC_Sample_3_USE_14_3,16.669,3914,13,44,16.613,16.527,0.143
39,Cpd 39: 17.018,112032,57.1,PBBC_Sample_3_USE_14_3,17.073,19295,16,57.1,17.018,16.978,0.095
40,Cpd 40: 17.201,167118,43.03,PBBC_Sample_3_USE_14_3,17.258,30141,17,43.03,17.201,17.164,0.093
41,Cpd 41: 17.229,69706,281,PBBC_Sample_3_USE_14_3,17.288,17028,10,281,17.229,17.189,0.099
42,Cpd 42: 17.483,130398,104.99,PBBC_Sample_3_USE_14_3,17.539,9642,25,104.99,17.483,17.425,0.114
43,Cpd 43: 17.557,81515,57.1,PBBC_Sample_3_USE_14_3,17.627,11905,12,57.1,17.557,17.509,0.118
