Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.152,91200,39.9,Balloons_Sample_18_USSB_14_3,1.206,18364,3,39.9,1.152,1.104,0.103
2,Cpd 2: 1.374,183375,44,Balloons_Sample_18_USSB_14_3,1.398,93198,1,44,1.374,1.353,0.046
3,Cpd 3: 1.504,396359,40.98,Balloons_Sample_18_USSB_14_3,1.573,75939,8,40.98,1.504,1.469,0.105
4,Cpd 4: 1.645,202982,63.76,Balloons_Sample_18_USSB_14_3,1.973,23711,5,63.76,1.645,1.596,0.377
5,Cpd 5: 1.795,270661,40.98,Balloons_Sample_18_USSB_14_3,1.878,51303,12,40.98,1.795,1.752,0.126
6,Cpd 6: 1.898,844980,44,Balloons_Sample_18_USSB_14_3,2.002,232859,5,44,1.898,1.861,0.141
7,Cpd 7: 2.108,103054,59.97,Balloons_Sample_18_USSB_14_3,2.18,26919,5,59.97,2.108,2.068,0.112
8,Cpd 8: 2.619,530540,44.96,Balloons_Sample_18_USSB_14_3,2.732,100659,8,44.96,2.619,2.582,0.15
9,Cpd 9: 2.832,76668,67.95,Balloons_Sample_18_USSB_14_3,2.909,15962,6,67.95,2.832,2.793,0.116
10,Cpd 10: 2.915,144366,55.98,Balloons_Sample_18_USSB_14_3,3.061,25976,6,55.98,2.915,2.869,0.192
11,Cpd 11: 2.989,226270,58,Balloons_Sample_18_USSB_14_3,3.027,69251,7,58,2.989,2.94,0.088
12,Cpd 12: 3.061,513865,43.01,Balloons_Sample_18_USSB_14_3,3.189,142960,6,43.01,3.061,3.021,0.167
13,Cpd 13: 3.241,229997,44.96,Balloons_Sample_18_USSB_14_3,3.354,57571,7,44.96,3.241,3.191,0.164
14,Cpd 14: 3.363,60544,40.98,Balloons_Sample_18_USSB_14_3,3.482,8730,6,40.98,3.363,3.316,0.166
15,Cpd 15: 4.523,260103,55.98,Balloons_Sample_18_USSB_14_3,4.641,16481,12,55.98,4.523,4.443,0.198
