Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.381,503232,44,PC_Sample_10_USSB_32_1,1.658,92882,2,44,1.381,1.33,0.329
2,Cpd 2: 2.631,7770818,43.05,PC_Sample_10_USSB_32_1,2.72,1121623,10,43.05,2.631,2.574,0.147
3,Cpd 3: 13.422,3701490,98.1,PC_Sample_10_USSB_32_1,13.539,793086,11,98.1,13.422,13.373,0.166
4,Cpd 4: 13.532,2626702,91.08,PC_Sample_10_USSB_32_1,13.645,597564,11,91.08,13.532,13.482,0.164
5,Cpd 5: 14.426,522954,207,PC_Sample_10_USSB_32_1,14.513,86073,28,207,14.426,14.37,0.143
6,Cpd 6: 15.695,703918,91.08,PC_Sample_10_USSB_32_1,15.774,187961,17,91.08,15.695,15.656,0.118
7,Cpd 7: 16.340,37066515,104.1,PC_Sample_10_USSB_32_1,16.434,7413147,15,104.1,16.34,16.295,0.139
8,Cpd 8: 17.789,733113,105.1,PC_Sample_10_USSB_32_1,17.871,113168,16,105.1,17.789,17.755,0.116
9,Cpd 9: 18.458,726709,57.05,PC_Sample_10_USSB_32_1,18.539,141096,21,57.05,18.458,18.423,0.116
10,Cpd 10: 24.837,574050,92.09,PC_Sample_10_USSB_32_1,24.917,87362,22,92.09,24.837,24.795,0.122
11,Cpd 11: 25.489,13885577,91.08,PC_Sample_10_USSB_32_1,25.594,2367185,27,91.08,25.489,25.44,0.154
12,Cpd 12: 26.319,2267191,96.99,PC_Sample_10_USSB_32_1,26.428,80780,65,96.99,26.319,26.26,0.168
13,Cpd 13: 27.269,924123,58.04,PC_Sample_10_USSB_32_1,27.419,64914,39,58.04,27.269,27.209,0.21
14,Cpd 14: 27.696,465952,96.99,PC_Sample_10_USSB_32_1,27.784,13006,39,96.99,27.696,27.633,0.151
15,Cpd 15: 28.458,1300491,72.98,PC_Sample_10_USSB_32_1,28.665,30007,60,72.98,28.458,28.392,0.273
16,Cpd 16: 29.445,2088202,96.99,PC_Sample_10_USSB_32_1,29.546,48587,58,96.99,29.445,29.361,0.185
