Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.382,550817,44.03,PDS_Sample_10_USSB_09_3,1.629,97655,2,44.03,1.382,1.338,0.291
2,Cpd 2: 1.800,1297301,41.03,PDS_Sample_10_USSB_09_3,1.85,239358,14,41.03,1.8,1.758,0.091
3,Cpd 3: 1.907,25053814,44.03,PDS_Sample_10_USSB_09_3,2.036,5669949,5,44.03,1.907,1.863,0.173
4,Cpd 4: 5.924,646214,43.04,PDS_Sample_10_USSB_09_3,6.038,110564,7,43.04,5.924,5.855,0.183
5,Cpd 5: 6.597,2926198,42.04,PDS_Sample_10_USSB_09_3,6.803,202919,10,42.04,6.597,6.508,0.295
6,Cpd 6: 9.415,514290,70.03,PDS_Sample_10_USSB_09_3,9.603,27217,8,70.03,9.415,9.305,0.299
7,Cpd 7: 9.782,8305108,43.04,PDS_Sample_10_USSB_09_3,10.464,293990,7,43.04,9.782,9.761,0.702
8,Cpd 8: 11.306,638105,43.04,PDS_Sample_10_USSB_09_3,11.512,122829,7,43.04,11.306,11.249,0.263
9,Cpd 9: 11.761,9772461,43.04,PDS_Sample_10_USSB_09_3,11.913,1475144,6,43.04,11.761,11.685,0.228
10,Cpd 10: 13.436,3973600,98.1,PDS_Sample_10_USSB_09_3,13.55,846331,11,98.1,13.436,13.384,0.166
11,Cpd 11: 13.686,1538917,74.02,PDS_Sample_10_USSB_09_3,13.807,198376,12,74.02,13.686,13.641,0.166
12,Cpd 12: 14.072,9114610,72,PDS_Sample_10_USSB_09_3,14.155,1767907,7,72,14.072,14.018,0.137
13,Cpd 13: 14.764,5258573,55.02,PDS_Sample_10_USSB_09_3,14.868,1038786,10,55.02,14.764,14.718,0.15
14,Cpd 14: 14.819,1295591,100.06,PDS_Sample_10_USSB_09_3,14.912,248905,14,100.06,14.819,14.777,0.135
15,Cpd 15: 15.527,499650,58.96,PDS_Sample_10_USSB_09_3,15.647,96732,4,58.96,15.527,15.504,0.143
16,Cpd 16: 16.657,448889,56.1,PDS_Sample_10_USSB_09_3,16.7,55643,17,56.1,16.657,16.62,0.08
17,Cpd 17: 17.061,797354,43.04,PDS_Sample_10_USSB_09_3,17.126,146019,17,43.04,17.061,17.019,0.107
18,Cpd 18: 17.637,603585,55.02,PDS_Sample_10_USSB_09_3,17.709,182158,10,55.02,17.637,17.6,0.109
19,Cpd 19: 17.700,899997,45.1,PDS_Sample_10_USSB_09_3,18.012,134197,7,45.1,17.7,17.655,0.356
20,Cpd 20: 17.754,607739,57,PDS_Sample_10_USSB_09_3,17.812,254036,6,57,17.754,17.716,0.095
21,Cpd 21: 17.785,2107732,43.04,PDS_Sample_10_USSB_09_3,17.859,506655,13,43.04,17.785,17.726,0.133
22,Cpd 22: 18.047,808607,43.04,PDS_Sample_10_USSB_09_3,18.107,225178,18,43.04,18.047,18.015,0.091
23,Cpd 23: 18.187,545287,109.98,PDS_Sample_10_USSB_09_3,18.257,91743,27,109.98,18.187,18.151,0.107
24,Cpd 24: 18.437,679204,126,PDS_Sample_10_USSB_09_3,18.475,139816,13,126,18.437,18.402,0.072
25,Cpd 25: 18.710,646895,112.02,PDS_Sample_10_USSB_09_3,18.772,82221,26,112.02,18.71,18.663,0.109
26,Cpd 26: 18.868,477918,43.04,PDS_Sample_10_USSB_09_3,18.926,134709,12,43.04,18.868,18.825,0.101
27,Cpd 27: 19.078,509749,43.04,PDS_Sample_10_USSB_09_3,19.161,99886,18,43.04,19.078,19.037,0.124
28,Cpd 28: 19.296,1054072,54.04,PDS_Sample_10_USSB_09_3,19.365,158362,20,54.04,19.296,19.258,0.107
29,Cpd 29: 19.321,1796196,43.04,PDS_Sample_10_USSB_09_3,19.427,460295,10,43.04,19.321,19.286,0.141
30,Cpd 30: 19.523,724420,44.03,PDS_Sample_10_USSB_09_3,19.588,101945,9,44.03,19.523,19.485,0.103
31,Cpd 31: 19.576,1254409,43.04,PDS_Sample_10_USSB_09_3,19.614,419499,9,43.04,19.576,19.542,0.072
32,Cpd 32: 19.623,1551804,56.1,PDS_Sample_10_USSB_09_3,19.715,223853,13,56.1,19.623,19.588,0.128
33,Cpd 33: 20.066,542517,57,PDS_Sample_10_USSB_09_3,20.125,40249,33,57,20.066,20.018,0.107
34,Cpd 34: 20.193,619161,57,PDS_Sample_10_USSB_09_3,20.287,212742,6,57,20.193,20.163,0.124
35,Cpd 35: 20.215,2901142,55.02,PDS_Sample_10_USSB_09_3,20.243,840653,7,55.02,20.215,20.177,0.067
36,Cpd 36: 20.269,11323610,126,PDS_Sample_10_USSB_09_3,20.362,2108024,17,126,20.269,20.228,0.133
37,Cpd 37: 20.464,43566239,56.1,PDS_Sample_10_USSB_09_3,20.535,8365053,6,56.1,20.464,20.386,0.149
38,Cpd 38: 20.699,590044,43.04,PDS_Sample_10_USSB_09_3,20.758,62398,33,43.04,20.699,20.649,0.109
39,Cpd 39: 20.790,476044,43.04,PDS_Sample_10_USSB_09_3,20.865,44231,24,43.04,20.79,20.735,0.13
40,Cpd 40: 20.813,733886,83.99,PDS_Sample_10_USSB_09_3,20.939,68533,20,83.99,20.813,20.77,0.17
41,Cpd 41: 20.956,858589,55.02,PDS_Sample_10_USSB_09_3,21.017,522281,6,55.02,20.956,20.918,0.099
42,Cpd 42: 20.986,38597840,56.1,PDS_Sample_10_USSB_09_3,21.038,8344536,2,56.1,20.986,20.892,0.147
43,Cpd 43: 21.014,32265323,45.1,PDS_Sample_10_USSB_09_3,21.086,3952564,9,45.1,21.014,20.915,0.172
44,Cpd 44: 21.021,457744,55.02,PDS_Sample_10_USSB_09_3,21.038,1010105,3,55.02,21.021,21.021,0.017
45,Cpd 45: 21.071,9665472,56.1,PDS_Sample_10_USSB_09_3,21.149,3695487,8,56.1,21.071,21.033,0.116
46,Cpd 46: 21.179,495630,56.1,PDS_Sample_10_USSB_09_3,21.225,90039,16,56.1,21.179,21.145,0.08
47,Cpd 47: 21.223,1207916,139,PDS_Sample_10_USSB_09_3,21.305,244148,22,139,21.223,21.185,0.12
48,Cpd 48: 21.326,653049,42.04,PDS_Sample_10_USSB_09_3,21.414,84266,21,42.04,21.326,21.273,0.141
49,Cpd 49: 21.544,522703,56.1,PDS_Sample_10_USSB_09_3,21.595,139035,13,56.1,21.544,21.511,0.084
50,Cpd 50: 21.560,494950,56.1,PDS_Sample_10_USSB_09_3,21.613,139035,8,56.1,21.56,21.515,0.097
51,Cpd 51: 21.654,1002143,56.1,PDS_Sample_10_USSB_09_3,21.704,162226,20,56.1,21.654,21.614,0.09
52,Cpd 52: 21.770,691029,112.97,PDS_Sample_10_USSB_09_3,21.841,75947,24,112.97,21.77,21.733,0.109
53,Cpd 53: 21.838,637545,43.04,PDS_Sample_10_USSB_09_3,21.88,90537,31,43.04,21.838,21.794,0.086
54,Cpd 54: 22.042,883278,130,PDS_Sample_10_USSB_09_3,22.082,174654,25,130,22.042,22.006,0.076
55,Cpd 55: 22.335,799329,200.08,PDS_Sample_10_USSB_09_3,22.353,58049,13,200.08,22.335,22.305,0.048
56,Cpd 56: 22.450,481396,130,PDS_Sample_10_USSB_09_3,22.486,31121,42,130,22.45,22.402,0.084
57,Cpd 57: 22.526,1267326,43.04,PDS_Sample_10_USSB_09_3,22.563,290166,14,43.04,22.526,22.488,0.074
58,Cpd 58: 22.596,1196469,43.04,PDS_Sample_10_USSB_09_3,22.677,308554,13,43.04,22.596,22.561,0.116
59,Cpd 59: 22.913,440847,128,PDS_Sample_10_USSB_09_3,22.962,23505,17,128,22.913,22.847,0.115
60,Cpd 60: 22.981,593443,126,PDS_Sample_10_USSB_09_3,23.101,81465,16,126,22.981,22.939,0.162
61,Cpd 61: 22.992,972415,83.01,PDS_Sample_10_USSB_09_3,23.101,63350,33,83.01,22.992,22.925,0.176
62,Cpd 62: 23.346,852968,125,PDS_Sample_10_USSB_09_3,23.424,49739,52,125,23.346,23.311,0.113
63,Cpd 63: 23.517,1556998,200.08,PDS_Sample_10_USSB_09_3,23.544,85108,15,200.08,23.517,23.364,0.179
64,Cpd 64: 23.567,6069113,191.08,PDS_Sample_10_USSB_09_3,23.637,1940389,17,191.08,23.567,23.53,0.107
65,Cpd 65: 23.579,595792,200.08,PDS_Sample_10_USSB_09_3,23.824,71371,17,200.08,23.579,23.553,0.271
66,Cpd 66: 23.889,497692,54.04,PDS_Sample_10_USSB_09_3,23.977,32064,28,54.04,23.889,23.855,0.122
67,Cpd 67: 24.106,898566,56.1,PDS_Sample_10_USSB_09_3,24.155,151751,11,56.1,24.106,24.067,0.088
68,Cpd 68: 24.207,2329961,45.1,PDS_Sample_10_USSB_09_3,24.298,208932,38,45.1,24.207,24.159,0.139
69,Cpd 69: 24.612,5796807,56.1,PDS_Sample_10_USSB_09_3,24.693,672823,12,56.1,24.612,24.545,0.149
70,Cpd 70: 25.064,1645458,56.1,PDS_Sample_10_USSB_09_3,25.146,250757,11,56.1,25.064,25.016,0.13
71,Cpd 71: 25.554,4810842,200.08,PDS_Sample_10_USSB_09_3,25.572,145189,17,200.08,25.554,25.362,0.21
72,Cpd 72: 25.604,618835,200.08,PDS_Sample_10_USSB_09_3,25.83,128249,4,200.08,25.604,25.584,0.246
73,Cpd 73: 27.867,8367183,128,PDS_Sample_10_USSB_09_3,28.026,765804,13,128,27.867,27.791,0.235
74,Cpd 74: 27.995,520704,57,PDS_Sample_10_USSB_09_3,28.051,33810,29,57,27.995,27.931,0.12
75,Cpd 75: 28.375,615973,45.1,PDS_Sample_10_USSB_09_3,28.506,25450,33,45.1,28.375,28.317,0.189
76,Cpd 76: 28.452,1307909,73,PDS_Sample_10_USSB_09_3,28.664,28027,47,73,28.452,28.381,0.283
77,Cpd 77: 29.003,8860336,128,PDS_Sample_10_USSB_09_3,29.157,775685,12,128,29.003,28.918,0.239
78,Cpd 78: 29.103,1463555,55.02,PDS_Sample_10_USSB_09_3,29.201,49261,55,55.02,29.103,29.031,0.17
79,Cpd 79: 29.241,7029323,128,PDS_Sample_10_USSB_09_3,29.394,562530,12,128,29.241,29.161,0.233
