Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 11.830,595118,68.99,FPW_Sample_1_USE_01_1,11.948,48951,20,68.99,11.83,11.76,0.188
2,Cpd 2: 13.436,3804302,98.1,FPW_Sample_1_USE_01_1,13.523,812025,11,98.1,13.436,13.384,0.139
3,Cpd 3: 13.543,3154392,91.1,FPW_Sample_1_USE_01_1,13.656,752271,10,91.1,13.543,13.495,0.162
4,Cpd 4: 15.408,483725,59.84,FPW_Sample_1_USE_01_1,15.488,115163,13,59.84,15.408,15.37,0.118
5,Cpd 5: 16.343,42289255,104.1,FPW_Sample_1_USE_01_1,16.436,8202722,15,104.1,16.343,16.299,0.137
6,Cpd 6: 16.629,442440,93.1,FPW_Sample_1_USE_01_1,16.704,58992,33,93.1,16.629,16.585,0.12
7,Cpd 7: 17.109,9007907,93.1,FPW_Sample_1_USE_01_1,17.201,989268,29,93.1,17.109,17.064,0.137
8,Cpd 8: 17.791,674290,105.95,FPW_Sample_1_USE_01_1,17.873,102320,17,105.95,17.791,17.753,0.12
9,Cpd 9: 18.458,1106706,57.06,FPW_Sample_1_USE_01_1,18.54,209561,20,57.06,18.458,18.422,0.118
10,Cpd 10: 18.907,532265,91.1,FPW_Sample_1_USE_01_1,18.998,154114,12,91.1,18.907,18.869,0.13
11,Cpd 11: 19.194,448647,105.1,FPW_Sample_1_USE_01_1,19.275,109823,14,105.1,19.194,19.157,0.118
12,Cpd 12: 20.417,452331,56.01,FPW_Sample_1_USE_01_1,20.499,156039,7,56.01,20.417,20.379,0.12
13,Cpd 13: 20.571,923264,105.1,FPW_Sample_1_USE_01_1,20.659,137832,18,105.1,20.571,20.536,0.124
14,Cpd 14: 20.942,845427,56.01,FPW_Sample_1_USE_01_1,21.014,300878,7,56.01,20.942,20.905,0.109
15,Cpd 15: 24.835,1058251,92.1,FPW_Sample_1_USE_01_1,24.917,164720,19,92.1,24.835,24.791,0.126
16,Cpd 16: 25.488,15179075,91.1,FPW_Sample_1_USE_01_1,25.602,2524463,28,91.1,25.488,25.436,0.166
17,Cpd 17: 25.676,616608,114.96,FPW_Sample_1_USE_01_1,25.755,42400,49,114.96,25.676,25.631,0.124
18,Cpd 18: 26.478,499593,206.09,FPW_Sample_1_USE_01_1,26.534,27016,48,206.09,26.478,26.421,0.113
