Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.154,96569,39.93,PBBC_Sample_4_USE_17_1,1.317,21286,2,39.93,1.154,1.056,0.261
2,Cpd 2: 1.381,338903,44,PBBC_Sample_4_USE_17_1,1.668,66980,1,44,1.381,1.341,0.327
3,Cpd 3: 1.656,92398,63.84,PBBC_Sample_4_USE_17_1,2.007,13097,2,63.84,1.656,1.613,0.394
4,Cpd 4: 1.804,66247,41,PBBC_Sample_4_USE_17_1,1.863,11515,7,41,1.804,1.767,0.095
5,Cpd 5: 1.902,149607,44,PBBC_Sample_4_USE_17_1,1.958,50255,5,44,1.902,1.87,0.088
6,Cpd 6: 2.628,190915,44.86,PBBC_Sample_4_USE_17_1,2.755,52968,5,44.86,2.628,2.591,0.164
7,Cpd 7: 2.927,55817,56.02,PBBC_Sample_4_USE_17_1,3.038,7373,5,56.02,2.927,2.8,0.238
8,Cpd 8: 3.075,194501,43.01,PBBC_Sample_4_USE_17_1,3.2,54427,4,43.01,3.075,3.038,0.162
9,Cpd 9: 3.375,97171,43.01,PBBC_Sample_4_USE_17_1,3.459,9781,6,43.01,3.375,3.312,0.146
10,Cpd 10: 4.526,50605,56.02,PBBC_Sample_4_USE_17_1,4.589,3991,7,56.02,4.526,4.391,0.198
11,Cpd 11: 6.109,110134,131.84,PBBC_Sample_4_USE_17_1,6.236,19135,6,131.84,6.109,6.009,0.226
12,Cpd 12: 8.353,131254,77.95,PBBC_Sample_4_USE_17_1,8.463,16138,6,77.95,8.353,8.221,0.242
13,Cpd 13: 10.273,158765,44.86,PBBC_Sample_4_USE_17_1,10.54,8300,4,44.86,10.273,10.228,0.312
14,Cpd 14: 10.621,65526,44.86,PBBC_Sample_4_USE_17_1,10.871,11254,2,44.86,10.621,10.565,0.306
15,Cpd 15: 13.437,3869701,98.1,PBBC_Sample_4_USE_17_1,13.539,824072,11,98.1,13.437,13.385,0.154
