Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.392,231373,44,FPW_Sample_3_USE_07_2,1.5,67272,2,44,1.392,1.349,0.15
2,Cpd 2: 1.522,604740,41.02,FPW_Sample_3_USE_07_2,1.597,115076,9,41.02,1.522,1.488,0.108
3,Cpd 3: 1.812,219641,41.02,FPW_Sample_3_USE_07_2,1.869,42693,12,41.02,1.812,1.772,0.097
4,Cpd 4: 1.911,277492,44,FPW_Sample_3_USE_07_2,1.983,87924,6,44,1.911,1.878,0.105
5,Cpd 5: 2.648,3305940,43.05,FPW_Sample_3_USE_07_2,2.735,499062,10,43.05,2.648,2.588,0.147
6,Cpd 6: 3.009,251524,57.96,FPW_Sample_3_USE_07_2,3.052,78321,7,57.96,3.009,2.959,0.093
7,Cpd 7: 3.080,400303,43.05,FPW_Sample_3_USE_07_2,3.184,107309,6,43.05,3.08,3.043,0.141
8,Cpd 8: 3.863,169545,43.05,FPW_Sample_3_USE_07_2,4.069,14126,12,43.05,3.863,3.768,0.301
9,Cpd 9: 4.512,3464025,56.06,FPW_Sample_3_USE_07_2,4.622,260495,18,56.06,4.512,4.43,0.192
10,Cpd 10: 8.354,154657,77.87,FPW_Sample_3_USE_07_2,8.469,17377,7,77.87,8.354,8.241,0.228
11,Cpd 11: 11.346,199882,43.05,FPW_Sample_3_USE_07_2,11.475,36362,7,43.05,11.346,11.271,0.204
12,Cpd 12: 13.066,2126373,43.05,FPW_Sample_3_USE_07_2,13.149,233713,15,43.05,13.066,13.008,0.141
13,Cpd 13: 13.439,4003520,98.1,FPW_Sample_3_USE_07_2,13.55,871729,11,98.1,13.439,13.387,0.164
14,Cpd 14: 14.757,849966,55.04,FPW_Sample_3_USE_07_2,14.856,171341,14,55.04,14.757,14.705,0.15
15,Cpd 15: 15.007,9547441,70.1,FPW_Sample_3_USE_07_2,15.101,951730,19,70.1,15.007,14.96,0.141
16,Cpd 16: 15.355,145903,69.1,FPW_Sample_3_USE_07_2,15.411,15799,16,69.1,15.355,15.291,0.12
17,Cpd 17: 15.995,190338,43.05,FPW_Sample_3_USE_07_2,16.089,17861,15,43.05,15.995,15.957,0.131
18,Cpd 18: 16.613,180537,70.1,FPW_Sample_3_USE_07_2,16.667,17106,18,70.1,16.613,16.576,0.091
19,Cpd 19: 17.202,313075,43.05,FPW_Sample_3_USE_07_2,17.278,54572,17,43.05,17.202,17.16,0.118
20,Cpd 20: 17.695,1040088,71.1,FPW_Sample_3_USE_07_2,17.725,144610,21,71.1,17.695,17.653,0.072
21,Cpd 21: 17.751,1014419,71.1,FPW_Sample_3_USE_07_2,17.805,153396,19,71.1,17.751,17.723,0.082
22,Cpd 22: 18.456,146225,57.08,FPW_Sample_3_USE_07_2,18.521,30713,14,57.08,18.456,18.424,0.097
23,Cpd 23: 18.653,2413788,69.1,FPW_Sample_3_USE_07_2,18.679,218655,31,69.1,18.653,18.605,0.074
24,Cpd 24: 18.702,2424143,69.1,FPW_Sample_3_USE_07_2,18.784,209473,29,69.1,18.702,18.677,0.107
25,Cpd 25: 20.243,302689,137,FPW_Sample_3_USE_07_2,20.284,72409,22,137,20.243,20.21,0.074
26,Cpd 26: 20.354,170979,71.1,FPW_Sample_3_USE_07_2,20.412,24155,20,71.1,20.354,20.314,0.097
27,Cpd 27: 20.444,291437,71.1,FPW_Sample_3_USE_07_2,20.493,39806,24,71.1,20.444,20.402,0.091
28,Cpd 28: 20.524,175583,71.1,FPW_Sample_3_USE_07_2,20.594,26351,18,71.1,20.524,20.488,0.107
29,Cpd 29: 20.940,165937,56.06,FPW_Sample_3_USE_07_2,21.006,27450,15,56.06,20.94,20.884,0.122
30,Cpd 30: 21.120,4215697,69.1,FPW_Sample_3_USE_07_2,21.168,375143,33,69.1,21.12,21.08,0.088
31,Cpd 31: 21.204,3717396,69.1,FPW_Sample_3_USE_07_2,21.255,301958,33,69.1,21.204,21.164,0.091
32,Cpd 32: 21.289,4314967,69.1,FPW_Sample_3_USE_07_2,21.339,347027,35,69.1,21.289,21.25,0.09
33,Cpd 33: 22.460,281800,85.1,FPW_Sample_3_USE_07_2,22.507,21179,28,85.1,22.46,22.401,0.107
34,Cpd 34: 22.540,336133,71.1,FPW_Sample_3_USE_07_2,22.586,30327,28,71.1,22.54,22.498,0.088
35,Cpd 35: 22.614,183871,71.1,FPW_Sample_3_USE_07_2,22.652,24165,22,71.1,22.614,22.578,0.074
36,Cpd 36: 22.702,192220,71.1,FPW_Sample_3_USE_07_2,22.74,29529,20,71.1,22.702,22.66,0.08
37,Cpd 37: 22.843,231925,57.08,FPW_Sample_3_USE_07_2,22.904,23611,22,57.08,22.843,22.801,0.103
38,Cpd 38: 22.889,206516,147.95,FPW_Sample_3_USE_07_2,22.963,16897,24,147.95,22.889,22.849,0.114
39,Cpd 39: 23.010,206331,147.95,FPW_Sample_3_USE_07_2,23.08,13123,30,147.95,23.01,22.948,0.132
40,Cpd 40: 23.132,1047452,69.1,FPW_Sample_3_USE_07_2,23.177,90924,37,69.1,23.132,23.093,0.084
41,Cpd 41: 23.211,1468182,69.1,FPW_Sample_3_USE_07_2,23.245,107317,39,69.1,23.211,23.175,0.071
42,Cpd 42: 23.277,985656,69.1,FPW_Sample_3_USE_07_2,23.327,57620,39,69.1,23.277,23.24,0.088
43,Cpd 43: 23.361,1501263,69.1,FPW_Sample_3_USE_07_2,23.415,117905,37,69.1,23.361,23.32,0.095
44,Cpd 44: 23.449,859709,69.1,FPW_Sample_3_USE_07_2,23.526,65618,38,69.1,23.449,23.409,0.116
45,Cpd 45: 23.565,3683485,191.08,FPW_Sample_3_USE_07_2,23.636,1128270,21,191.08,23.565,23.532,0.105
46,Cpd 46: 23.693,161925,57.08,FPW_Sample_3_USE_07_2,23.732,20183,21,57.08,23.693,23.633,0.099
47,Cpd 47: 24.516,302163,57.08,FPW_Sample_3_USE_07_2,24.562,22797,26,57.08,24.516,24.457,0.105
48,Cpd 48: 24.583,165807,71.1,FPW_Sample_3_USE_07_2,24.636,16314,18,71.1,24.583,24.52,0.116
49,Cpd 49: 24.663,369174,71.1,FPW_Sample_3_USE_07_2,24.764,22000,35,71.1,24.663,24.621,0.143
50,Cpd 50: 24.705,165316,71.1,FPW_Sample_3_USE_07_2,24.778,11197,22,71.1,24.705,24.665,0.113
51,Cpd 51: 24.973,1994397,69.1,FPW_Sample_3_USE_07_2,25.02,126143,38,69.1,24.973,24.923,0.097
52,Cpd 52: 25.052,1170487,69.1,FPW_Sample_3_USE_07_2,25.092,61630,42,69.1,25.052,25.01,0.082
53,Cpd 53: 25.101,145172,172.95,FPW_Sample_3_USE_07_2,25.152,19932,14,172.95,25.101,25.054,0.097
54,Cpd 54: 25.129,1199444,69.1,FPW_Sample_3_USE_07_2,25.175,60941,38,69.1,25.129,25.081,0.094
55,Cpd 55: 25.235,4025314,69.1,FPW_Sample_3_USE_07_2,25.285,210968,40,69.1,25.235,25.169,0.116
56,Cpd 56: 25.321,1121536,69.1,FPW_Sample_3_USE_07_2,25.375,67928,37,69.1,25.321,25.278,0.097
57,Cpd 57: 25.442,963523,69.1,FPW_Sample_3_USE_07_2,25.499,45492,41,69.1,25.442,25.369,0.13
58,Cpd 58: 25.558,1705571,69.1,FPW_Sample_3_USE_07_2,25.646,95512,39,69.1,25.558,25.505,0.141
