Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.372,242599,44,PC_Sample_5_USSB_29_2,1.492,66832,1,44,1.372,1.338,0.154
2,Cpd 2: 1.794,183916,41,PC_Sample_5_USSB_29_2,1.857,36472,11,41,1.794,1.754,0.103
3,Cpd 3: 1.855,297804,53.88,PC_Sample_5_USSB_29_2,1.933,49253,11,53.88,1.855,1.817,0.116
4,Cpd 4: 1.894,205899,44,PC_Sample_5_USSB_29_2,1.964,67029,6,44,1.894,1.863,0.101
5,Cpd 5: 2.038,122162,47,PC_Sample_5_USSB_29_2,2.135,22045,6,47,2.038,2.002,0.133
6,Cpd 6: 2.622,138650,44.87,PC_Sample_5_USSB_29_2,2.736,35200,5,44.87,2.622,2.584,0.152
7,Cpd 7: 3.360,273971,43.01,PC_Sample_5_USSB_29_2,3.482,33557,9,43.01,3.36,3.29,0.192
8,Cpd 8: 5.561,192927,43.01,PC_Sample_5_USSB_29_2,5.706,12374,8,43.01,5.561,5.489,0.217
9,Cpd 9: 8.339,147790,78.06,PC_Sample_5_USSB_29_2,8.529,10762,8,78.06,8.339,8.228,0.301
10,Cpd 10: 10.266,268419,43.01,PC_Sample_5_USSB_29_2,10.479,12747,4,43.01,10.266,10.214,0.264
11,Cpd 11: 13.434,3867377,98.08,PC_Sample_5_USSB_29_2,13.545,824453,11,98.08,13.434,13.384,0.162
12,Cpd 12: 13.543,492306,91.05,PC_Sample_5_USSB_29_2,13.614,108236,11,91.05,13.543,13.492,0.122
13,Cpd 13: 14.435,585143,207,PC_Sample_5_USSB_29_2,14.531,120256,18,207,14.435,14.375,0.156
14,Cpd 14: 14.756,122683,55.01,PC_Sample_5_USSB_29_2,14.828,20446,11,55.01,14.756,14.7,0.127
15,Cpd 15: 14.989,913318,78.88,PC_Sample_5_USSB_29_2,15.046,83034,27,78.88,14.989,14.942,0.105
16,Cpd 16: 15.700,1330981,91.05,PC_Sample_5_USSB_29_2,15.783,381091,16,91.05,15.7,15.657,0.126
17,Cpd 17: 15.782,143702,94.98,PC_Sample_5_USSB_29_2,15.872,23282,13,94.98,15.782,15.743,0.129
18,Cpd 18: 16.341,11220248,104.1,PC_Sample_5_USSB_29_2,16.432,2528360,15,104.1,16.341,16.3,0.131
19,Cpd 19: 17.234,156546,280.99,PC_Sample_5_USSB_29_2,17.292,22894,18,280.99,17.234,17.185,0.107
20,Cpd 20: 17.687,297436,55.01,PC_Sample_5_USSB_29_2,17.773,38772,29,55.01,17.687,17.648,0.126
21,Cpd 21: 17.791,127728,106.05,PC_Sample_5_USSB_29_2,17.848,21864,9,106.05,17.791,17.754,0.093
22,Cpd 22: 18.456,173032,57.1,PC_Sample_5_USSB_29_2,18.531,30659,16,57.1,18.456,18.422,0.108
23,Cpd 23: 18.633,139588,93.88,PC_Sample_5_USSB_29_2,18.714,36980,15,93.88,18.633,18.601,0.112
24,Cpd 24: 19.334,369229,57.1,PC_Sample_5_USSB_29_2,19.388,19604,43,57.1,19.334,19.279,0.109
25,Cpd 25: 19.910,127498,55.01,PC_Sample_5_USSB_29_2,19.978,7114,26,55.01,19.91,19.869,0.109
26,Cpd 26: 20.948,178522,56.01,PC_Sample_5_USSB_29_2,21.02,15573,36,56.01,20.948,20.906,0.114
