Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 2.628,4974799,43.04,PC_Sample_15_USSB_33_3,2.704,746510,10,43.04,2.628,2.57,0.133
2,Cpd 2: 13.434,3870216,98.08,PC_Sample_15_USSB_33_3,13.539,827225,11,98.08,13.434,13.383,0.156
3,Cpd 3: 13.541,3345316,91.09,PC_Sample_15_USSB_33_3,13.653,790079,11,91.09,13.541,13.495,0.158
4,Cpd 4: 16.343,45329418,104.1,PC_Sample_15_USSB_33_3,16.446,8387611,15,104.1,16.343,16.298,0.148
5,Cpd 5: 16.772,902164,105.1,PC_Sample_15_USSB_33_3,16.853,264643,14,105.1,16.772,16.734,0.12
6,Cpd 6: 17.790,1002810,105.1,PC_Sample_15_USSB_33_3,17.872,162414,15,105.1,17.79,17.752,0.12
7,Cpd 7: 18.458,1476057,57.1,PC_Sample_15_USSB_33_3,18.54,286619,19,57.1,18.458,18.422,0.118
8,Cpd 8: 18.868,1886834,82.99,PC_Sample_15_USSB_33_3,18.941,358619,21,82.99,18.868,18.827,0.114
9,Cpd 9: 21.615,11086167,57.1,PC_Sample_15_USSB_33_3,21.706,1503001,31,57.1,21.615,21.575,0.131
10,Cpd 10: 24.834,944980,92.09,PC_Sample_15_USSB_33_3,24.916,150749,20,92.09,24.834,24.788,0.128
11,Cpd 11: 25.487,19572090,91.09,PC_Sample_15_USSB_33_3,25.591,3326982,25,91.09,25.487,25.441,0.151
12,Cpd 12: 26.317,932134,97.1,PC_Sample_15_USSB_33_3,26.417,31430,57,97.1,26.317,26.257,0.16
13,Cpd 13: 28.459,1042605,72.99,PC_Sample_15_USSB_33_3,28.642,23826,41,72.99,28.459,28.377,0.265
14,Cpd 14: 28.748,7744561,117.09,PC_Sample_15_USSB_33_3,28.762,640723,14,117.09,28.748,28.552,0.21
15,Cpd 15: 28.779,23322172,91.09,PC_Sample_15_USSB_33_3,28.8,2080667,17,91.09,28.779,28.523,0.277
16,Cpd 16: 28.793,17830125,91.09,PC_Sample_15_USSB_33_3,29.134,2072224,14,91.09,28.793,28.779,0.355
17,Cpd 17: 28.802,2959475,207.05,PC_Sample_15_USSB_33_3,29.037,419560,11,207.05,28.802,28.768,0.269
18,Cpd 18: 29.442,961445,57.1,PC_Sample_15_USSB_33_3,29.54,21810,47,57.1,29.442,29.363,0.177
19,Cpd 19: 29.448,993756,57.1,PC_Sample_15_USSB_33_3,29.54,21810,51,57.1,29.448,29.363,0.177
