Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.161,68735,39.94,Balloons_Sample_10_USSB_12_1,1.202,16248,2,39.94,1.161,1.128,0.074
2,Cpd 2: 1.385,531136,44,Balloons_Sample_10_USSB_12_1,1.503,104425,4,44,1.385,1.337,0.165
3,Cpd 3: 1.516,433475,41,Balloons_Sample_10_USSB_12_1,1.585,64639,8,41,1.516,1.484,0.101
4,Cpd 4: 1.711,178514,63.84,Balloons_Sample_10_USSB_12_1,2.117,12643,7,63.84,1.711,1.604,0.514
5,Cpd 5: 1.805,249028,41,Balloons_Sample_10_USSB_12_1,1.878,42224,12,41,1.805,1.767,0.11
6,Cpd 6: 1.908,1104917,44,Balloons_Sample_10_USSB_12_1,1.992,315967,5,44,1.908,1.87,0.122
7,Cpd 7: 2.103,92150,44,Balloons_Sample_10_USSB_12_1,2.15,23765,7,44,2.103,2.02,0.129
8,Cpd 8: 2.565,62509,41.95,Balloons_Sample_10_USSB_12_1,2.61,8820,6,41.95,2.565,2.509,0.101
9,Cpd 9: 2.631,310000,44.95,Balloons_Sample_10_USSB_12_1,2.736,48352,10,44.95,2.631,2.599,0.137
10,Cpd 10: 2.923,80578,56.01,Balloons_Sample_10_USSB_12_1,3.008,18239,6,56.01,2.923,2.876,0.131
11,Cpd 11: 2.999,171805,57.96,Balloons_Sample_10_USSB_12_1,3.038,51580,9,57.96,2.999,2.953,0.086
12,Cpd 12: 3.072,490048,43.01,Balloons_Sample_10_USSB_12_1,3.183,138419,4,43.01,3.072,3.034,0.148
13,Cpd 13: 3.255,141090,44.95,Balloons_Sample_10_USSB_12_1,3.32,41492,8,44.95,3.255,3.215,0.105
14,Cpd 14: 3.371,182327,41,Balloons_Sample_10_USSB_12_1,3.491,29416,8,41,3.371,3.325,0.166
15,Cpd 15: 4.529,122959,56.01,Balloons_Sample_10_USSB_12_1,4.594,8819,8,56.01,4.529,4.457,0.137
16,Cpd 16: 4.705,105676,57.04,Balloons_Sample_10_USSB_12_1,4.773,8322,8,57.04,4.705,4.642,0.131
17,Cpd 17: 4.847,44890,58.87,Balloons_Sample_10_USSB_12_1,5.083,3205,8,58.87,4.847,4.737,0.346
18,Cpd 18: 5.576,116053,43.01,Balloons_Sample_10_USSB_12_1,5.692,8668,10,43.01,5.576,5.5,0.192
19,Cpd 19: 6.106,117672,131.85,Balloons_Sample_10_USSB_12_1,6.203,20734,5,131.85,6.106,6.023,0.181
20,Cpd 20: 8.343,167044,77.85,Balloons_Sample_10_USSB_12_1,8.465,18915,7,77.85,8.343,8.235,0.23
