Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.372,352592,44,PC_Sample_19_USSB_35_1,1.541,89345,2,44,1.372,1.33,0.211
2,Cpd 2: 1.853,707207,53.95,PC_Sample_19_USSB_35_1,1.935,115188,11,53.95,1.853,1.815,0.12
3,Cpd 3: 7.568,534196,56.02,PC_Sample_19_USSB_35_1,7.737,26194,14,56.02,7.568,7.446,0.291
4,Cpd 4: 13.422,3982168,98.08,PC_Sample_19_USSB_35_1,13.505,870551,11,98.08,13.422,13.369,0.135
5,Cpd 5: 13.530,470693,91.1,PC_Sample_19_USSB_35_1,13.621,95221,14,91.1,13.53,13.478,0.143
6,Cpd 6: 14.428,932889,207.05,PC_Sample_19_USSB_35_1,14.515,167761,27,207.05,14.428,14.372,0.143
7,Cpd 7: 14.987,2219060,78.97,PC_Sample_19_USSB_35_1,15.061,192872,27,78.97,14.987,14.943,0.118
8,Cpd 8: 16.339,11229277,104.09,PC_Sample_19_USSB_35_1,16.422,2465308,15,104.09,16.339,16.298,0.124
9,Cpd 9: 19.333,666705,57.1,PC_Sample_19_USSB_35_1,19.397,32452,48,57.1,19.333,19.286,0.11
10,Cpd 10: 21.001,579338,41.88,PC_Sample_19_USSB_35_1,21.088,32827,41,41.88,21.001,20.899,0.189
11,Cpd 11: 21.743,489690,55.01,PC_Sample_19_USSB_35_1,21.81,43677,34,55.01,21.743,21.706,0.105
12,Cpd 12: 21.914,378682,82.99,PC_Sample_19_USSB_35_1,21.974,21038,34,82.99,21.914,21.866,0.109
13,Cpd 13: 23.566,4138268,191.1,PC_Sample_19_USSB_35_1,23.644,1267618,21,191.1,23.566,23.532,0.113
14,Cpd 14: 23.670,363216,97.05,PC_Sample_19_USSB_35_1,23.743,19745,30,97.05,23.67,23.608,0.135
15,Cpd 15: 24.521,382372,104.09,PC_Sample_19_USSB_35_1,24.602,15645,50,104.09,24.521,24.442,0.16
16,Cpd 16: 24.834,1566059,92.09,PC_Sample_19_USSB_35_1,24.917,247769,20,92.09,24.834,24.793,0.124
17,Cpd 17: 25.123,878117,205.1,PC_Sample_19_USSB_35_1,25.192,191369,28,205.1,25.123,25.079,0.113
18,Cpd 18: 25.325,764120,104.09,PC_Sample_19_USSB_35_1,25.403,233766,12,104.09,25.325,25.279,0.124
19,Cpd 19: 25.486,1270538,91.1,PC_Sample_19_USSB_35_1,25.564,203912,27,91.1,25.486,25.44,0.124
20,Cpd 20: 25.513,599086,231.14,PC_Sample_19_USSB_35_1,25.573,118403,25,231.14,25.513,25.466,0.107
21,Cpd 21: 25.860,7469910,104.09,PC_Sample_19_USSB_35_1,25.972,2143034,15,104.09,25.86,25.814,0.158
22,Cpd 22: 26.148,386744,130.07,PC_Sample_19_USSB_35_1,26.22,19312,37,130.07,26.148,26.098,0.122
23,Cpd 23: 26.316,2120032,97.05,PC_Sample_19_USSB_35_1,26.436,75963,59,97.05,26.316,26.256,0.179
24,Cpd 24: 27.274,814398,57.95,PC_Sample_19_USSB_35_1,27.413,52861,42,57.95,27.274,27.21,0.202
25,Cpd 25: 27.698,1127657,97.05,PC_Sample_19_USSB_35_1,27.777,30667,54,97.05,27.698,27.63,0.147
26,Cpd 26: 28.459,2852110,73,PC_Sample_19_USSB_35_1,28.672,63958,70,73,28.459,28.382,0.29
27,Cpd 27: 28.803,31815898,117.09,PC_Sample_19_USSB_35_1,29.073,810527,29,117.09,28.803,28.596,0.477
28,Cpd 28: 28.810,29762685,91.1,PC_Sample_19_USSB_35_1,29.269,2478701,10,91.1,28.81,28.582,0.687
29,Cpd 29: 28.844,329585,206.17,PC_Sample_19_USSB_35_1,28.916,45902,21,206.17,28.844,28.828,0.088
30,Cpd 30: 29.448,2134633,97.05,PC_Sample_19_USSB_35_1,29.552,45487,60,97.05,29.448,29.365,0.187
