Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.164,123041,39.91,Blank_14,1.219,52193,2,39.91,1.164,1.118,0.101
2,Cpd 2: 1.391,203312,44,Blank_14,1.497,73758,2,44,1.391,1.331,0.165
3,Cpd 3: 1.744,57592,43,Blank_14,2.079,6166,7,43,1.744,1.559,0.519
4,Cpd 4: 1.910,68929,44,Blank_14,1.993,20624,5,44,1.91,1.875,0.118
5,Cpd 5: 2.642,89837,43,Blank_14,2.706,13642,8,43,2.642,2.592,0.114
6,Cpd 6: 3.087,57908,43,Blank_14,3.165,15956,4,43,3.087,3.039,0.126
7,Cpd 7: 4.507,67645,55.86,Blank_14,4.583,5910,8,55.86,4.507,4.439,0.145
8,Cpd 8: 6.114,114584,131.84,Blank_14,6.22,18955,6,131.84,6.114,6.023,0.198
9,Cpd 9: 13.431,3482437,98.1,Blank_14,13.524,692386,14,98.1,13.431,13.379,0.145
10,Cpd 10: 15.002,54172,43,Blank_14,15.053,6640,11,43,15.002,14.959,0.093
11,Cpd 11: 17.791,36362,76.82,Blank_14,17.867,6019,6,76.82,17.791,17.755,0.112
12,Cpd 12: 18.634,37314,93.95,Blank_14,18.754,5348,4,93.95,18.634,18.546,0.207
13,Cpd 13: 21.730,41940,58.78,Blank_14,21.743,3048,4,58.78,21.73,21.562,0.181
14,Cpd 14: 21.751,41830,57.85,Blank_14,21.796,3130,4,57.85,21.751,21.686,0.11
15,Cpd 15: 23.212,55450,56.97,Blank_14,23.254,3119,11,56.97,23.212,23.185,0.069
16,Cpd 16: 23.764,174747,68.88,Blank_14,23.862,7599,13,68.88,23.764,23.639,0.223
17,Cpd 17: 23.776,50256,56.97,Blank_14,23.862,6269,4,56.97,23.776,23.652,0.21
18,Cpd 18: 24.073,51414,68.88,Blank_14,24.157,3604,10,68.88,24.073,24.004,0.152
19,Cpd 19: 24.485,62502,68.88,Blank_14,24.561,2872,10,68.88,24.485,24.395,0.166
20,Cpd 20: 24.816,36652,72.94,Blank_14,24.902,5266,5,72.94,24.816,24.681,0.221
21,Cpd 21: 24.833,45805,72.94,Blank_14,24.883,5758,6,72.94,24.833,24.801,0.082
22,Cpd 22: 25.149,202556,68.88,Blank_14,25.286,6330,14,68.88,25.149,25.048,0.238
23,Cpd 23: 25.152,177116,68.88,Blank_14,25.286,6330,12,68.88,25.152,25.048,0.238
24,Cpd 24: 26.325,46203,68.88,Blank_14,26.376,2866,8,68.88,26.325,26.283,0.093
