Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.151,79107,39.97,PDS_Sample_6_USSB_07_3,1.275,21499,3,39.97,1.151,1.103,0.171
2,Cpd 2: 1.371,210635,44,PDS_Sample_6_USSB_07_3,1.491,55869,2,44,1.371,1.307,0.184
3,Cpd 3: 1.503,112621,41,PDS_Sample_6_USSB_07_3,1.571,25052,8,41,1.503,1.467,0.105
4,Cpd 4: 1.654,99006,63.83,PDS_Sample_6_USSB_07_3,1.973,13450,3,63.83,1.654,1.613,0.36
5,Cpd 5: 1.793,174148,41,PDS_Sample_6_USSB_07_3,1.843,35061,12,41,1.793,1.752,0.091
6,Cpd 6: 1.894,222397,44,PDS_Sample_6_USSB_07_3,1.963,73120,5,44,1.894,1.859,0.105
7,Cpd 7: 2.039,63172,46.75,PDS_Sample_6_USSB_07_3,2.133,11802,4,46.75,2.039,2.007,0.126
8,Cpd 8: 2.623,817956,43.02,PDS_Sample_6_USSB_07_3,2.736,95549,11,43.02,2.623,2.572,0.164
9,Cpd 9: 2.864,100225,56,PDS_Sample_6_USSB_07_3,3.029,8459,8,56,2.864,2.793,0.236
10,Cpd 10: 3.065,267673,43.02,PDS_Sample_6_USSB_07_3,3.2,74943,5,43.02,3.065,3.021,0.179
11,Cpd 11: 3.356,164172,43.02,PDS_Sample_6_USSB_07_3,3.609,17866,6,43.02,3.356,3.194,0.415
12,Cpd 12: 3.365,198054,43.02,PDS_Sample_6_USSB_07_3,3.464,17866,9,43.02,3.365,3.314,0.15
13,Cpd 13: 3.958,45292,52.92,PDS_Sample_6_USSB_07_3,4.058,3826,8,52.92,3.958,3.795,0.263
14,Cpd 14: 4.495,589907,56,PDS_Sample_6_USSB_07_3,4.581,41970,16,56,4.495,4.41,0.171
15,Cpd 15: 4.686,305520,70.05,PDS_Sample_6_USSB_07_3,4.796,29235,9,70.05,4.686,4.621,0.175
16,Cpd 16: 5.553,126432,55,PDS_Sample_6_USSB_07_3,5.69,13668,6,55,5.553,5.481,0.209
17,Cpd 17: 6.102,104044,131.94,PDS_Sample_6_USSB_07_3,6.257,16033,5,131.94,6.102,6.006,0.251
