Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.794,1383606,41.03,PDS_Sample_9_USSB_09_2,1.85,266350,13,41.03,1.794,1.751,0.099
2,Cpd 2: 1.901,28667409,44.04,PDS_Sample_9_USSB_09_2,2.029,6497697,5,44.04,1.901,1.858,0.171
3,Cpd 3: 5.921,704490,43,PDS_Sample_9_USSB_09_2,6.058,123236,6,43,5.921,5.846,0.211
4,Cpd 4: 6.591,3271027,42.04,PDS_Sample_9_USSB_09_2,6.735,231681,10,42.04,6.591,6.503,0.232
5,Cpd 5: 9.780,9493270,43,PDS_Sample_9_USSB_09_2,10.556,312989,7,43,9.78,9.759,0.797
6,Cpd 6: 11.305,656042,43,PDS_Sample_9_USSB_09_2,11.513,124531,7,43,11.305,11.252,0.261
7,Cpd 7: 11.757,10190750,43,PDS_Sample_9_USSB_09_2,11.907,1547350,6,43,11.757,11.681,0.226
8,Cpd 8: 13.435,4146895,98.06,PDS_Sample_9_USSB_09_2,13.547,865310,11,98.06,13.435,13.382,0.166
9,Cpd 9: 13.687,1636337,74,PDS_Sample_9_USSB_09_2,13.814,206121,13,74,13.687,13.644,0.169
10,Cpd 10: 14.074,9110648,72.01,PDS_Sample_9_USSB_09_2,14.164,1816142,7,72.01,14.074,14.021,0.143
11,Cpd 11: 14.764,5392732,55.03,PDS_Sample_9_USSB_09_2,14.868,1093301,10,55.03,14.764,14.716,0.152
12,Cpd 12: 14.819,1304227,100.06,PDS_Sample_9_USSB_09_2,14.904,248400,14,100.06,14.819,14.778,0.126
13,Cpd 13: 17.061,863781,43,PDS_Sample_9_USSB_09_2,17.107,156007,16,43,17.061,17.023,0.084
14,Cpd 14: 17.637,674944,55.03,PDS_Sample_9_USSB_09_2,17.71,199458,11,55.03,17.637,17.604,0.107
15,Cpd 15: 17.700,955654,45.1,PDS_Sample_9_USSB_09_2,17.97,139606,9,45.1,17.7,17.661,0.309
16,Cpd 16: 17.754,722190,57.05,PDS_Sample_9_USSB_09_2,17.823,285362,8,57.05,17.754,17.718,0.105
17,Cpd 17: 17.785,2383184,43,PDS_Sample_9_USSB_09_2,17.849,554066,15,43,17.785,17.726,0.124
18,Cpd 18: 18.047,851038,43,PDS_Sample_9_USSB_09_2,18.093,236493,19,43,18.047,18.013,0.08
19,Cpd 19: 18.189,725674,110.01,PDS_Sample_9_USSB_09_2,18.259,104330,34,110.01,18.189,18.151,0.109
20,Cpd 20: 18.436,688798,126,PDS_Sample_9_USSB_09_2,18.471,135524,15,126,18.436,18.4,0.071
21,Cpd 21: 18.713,655671,111.97,PDS_Sample_9_USSB_09_2,18.781,84162,23,111.97,18.713,18.661,0.12
22,Cpd 22: 18.869,554818,43,PDS_Sample_9_USSB_09_2,18.921,138295,15,43,18.869,18.825,0.095
23,Cpd 23: 19.078,530166,43,PDS_Sample_9_USSB_09_2,19.136,103211,18,43,19.078,19.042,0.093
24,Cpd 24: 19.296,1057424,53.99,PDS_Sample_9_USSB_09_2,19.372,161940,19,53.99,19.296,19.258,0.114
25,Cpd 25: 19.322,1842323,43,PDS_Sample_9_USSB_09_2,19.429,462736,12,43,19.322,19.286,0.143
26,Cpd 26: 19.523,813172,44.04,PDS_Sample_9_USSB_09_2,19.592,111867,11,44.04,19.523,19.487,0.105
27,Cpd 27: 19.574,1522323,43,PDS_Sample_9_USSB_09_2,19.616,397757,12,43,19.574,19.536,0.08
28,Cpd 28: 19.623,1710619,56.1,PDS_Sample_9_USSB_09_2,19.715,264759,12,56.1,19.623,19.592,0.124
29,Cpd 29: 20.066,522397,57.05,PDS_Sample_9_USSB_09_2,20.139,39113,36,57.05,20.066,20.028,0.111
30,Cpd 30: 20.193,544804,57.05,PDS_Sample_9_USSB_09_2,20.316,183569,7,57.05,20.193,20.16,0.156
31,Cpd 31: 20.214,2570834,55.03,PDS_Sample_9_USSB_09_2,20.322,714078,7,55.03,20.214,20.179,0.143
