Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.165,61798,39.93,Balloons_Sample_15_USSB_13_3,1.208,21127,3,39.93,1.165,1.132,0.076
2,Cpd 2: 1.389,353886,44,Balloons_Sample_15_USSB_13_3,1.505,83741,1,44,1.389,1.34,0.166
3,Cpd 3: 1.520,194377,41,Balloons_Sample_15_USSB_13_3,1.574,18645,8,41,1.52,1.488,0.086
4,Cpd 4: 1.669,130617,63.94,Balloons_Sample_15_USSB_13_3,2.08,13847,4,63.94,1.669,1.614,0.466
5,Cpd 5: 1.813,244309,41,Balloons_Sample_15_USSB_13_3,1.872,30938,12,41,1.813,1.768,0.105
6,Cpd 6: 1.911,803355,44,Balloons_Sample_15_USSB_13_3,2.008,240519,5,44,1.911,1.876,0.131
7,Cpd 7: 2.568,89241,41.88,Balloons_Sample_15_USSB_13_3,2.62,11637,5,41.88,2.568,2.512,0.108
8,Cpd 8: 2.639,362314,43.01,Balloons_Sample_15_USSB_13_3,2.731,43172,11,43.01,2.639,2.601,0.129
9,Cpd 9: 2.938,53365,55.98,Balloons_Sample_15_USSB_13_3,3.045,11476,4,55.98,2.938,2.885,0.16
10,Cpd 10: 3.081,213679,43.01,Balloons_Sample_15_USSB_13_3,3.212,62684,4,43.01,3.081,3.045,0.167
11,Cpd 11: 3.264,66795,43.01,Balloons_Sample_15_USSB_13_3,3.37,9663,3,43.01,3.264,3.168,0.202
12,Cpd 12: 3.380,113684,41,Balloons_Sample_15_USSB_13_3,3.501,11839,7,41,3.38,3.315,0.186
13,Cpd 13: 3.972,45831,52.87,Balloons_Sample_15_USSB_13_3,4.063,7495,3,52.87,3.972,3.912,0.15
14,Cpd 14: 4.538,367839,55.98,Balloons_Sample_15_USSB_13_3,4.609,23997,13,55.98,4.538,4.458,0.15
15,Cpd 15: 4.713,257736,57.06,Balloons_Sample_15_USSB_13_3,4.799,21102,10,57.06,4.713,4.639,0.16
16,Cpd 16: 4.954,60991,58.79,Balloons_Sample_15_USSB_13_3,5.073,5950,5,58.79,4.954,4.892,0.181
17,Cpd 17: 5.681,92802,43.01,Balloons_Sample_15_USSB_13_3,5.771,11164,7,43.01,5.681,5.512,0.259
18,Cpd 18: 5.954,45775,43.01,Balloons_Sample_15_USSB_13_3,6.049,4616,4,43.01,5.954,5.861,0.188
19,Cpd 19: 6.105,104578,131.77,Balloons_Sample_15_USSB_13_3,6.272,12186,7,131.77,6.105,6.026,0.245
20,Cpd 20: 8.366,106557,77.94,Balloons_Sample_15_USSB_13_3,8.455,12338,6,77.94,8.366,8.254,0.202
21,Cpd 21: 9.496,63564,41,Balloons_Sample_15_USSB_13_3,9.625,3539,6,41,9.496,9.374,0.251
22,Cpd 22: 9.953,59467,71.1,Balloons_Sample_15_USSB_13_3,10.021,2606,8,71.1,9.953,9.951,0.07
23,Cpd 23: 10.246,312098,43.01,Balloons_Sample_15_USSB_13_3,10.557,13394,4,43.01,10.246,10.196,0.361
24,Cpd 24: 10.635,54999,44.94,Balloons_Sample_15_USSB_13_3,10.797,9233,2,44.94,10.635,10.578,0.219
25,Cpd 25: 10.872,56126,55.98,Balloons_Sample_15_USSB_13_3,11.147,6114,5,55.98,10.872,10.803,0.344
26,Cpd 26: 11.327,98483,43.01,Balloons_Sample_15_USSB_13_3,11.497,20743,4,43.01,11.327,11.292,0.205
27,Cpd 27: 11.637,114118,44,Balloons_Sample_15_USSB_13_3,11.763,13355,8,44,11.637,11.569,0.194
28,Cpd 28: 12.821,48728,79.93,Balloons_Sample_15_USSB_13_3,12.928,10025,4,79.93,12.821,12.781,0.147
29,Cpd 29: 13.258,85103,78.88,Balloons_Sample_15_USSB_13_3,13.373,10896,9,78.88,13.258,13.213,0.16
30,Cpd 30: 13.439,3996536,98.1,Balloons_Sample_15_USSB_13_3,13.54,852156,11,98.1,13.439,13.386,0.154
31,Cpd 31: 13.682,331230,73.94,Balloons_Sample_15_USSB_13_3,13.805,38508,11,73.94,13.682,13.647,0.158
32,Cpd 32: 13.826,89679,55,Balloons_Sample_15_USSB_13_3,13.875,7516,10,55,13.826,13.784,0.091
33,Cpd 33: 13.976,103697,43.01,Balloons_Sample_15_USSB_13_3,14.067,12692,11,43.01,13.976,13.93,0.137
34,Cpd 34: 14.437,42249,207,Balloons_Sample_15_USSB_13_3,14.507,10502,6,207,14.437,14.381,0.126
35,Cpd 35: 14.505,50966,43.01,Balloons_Sample_15_USSB_13_3,14.615,11035,8,43.01,14.505,14.473,0.143
36,Cpd 36: 14.723,155897,55.98,Balloons_Sample_15_USSB_13_3,14.792,12565,15,55.98,14.723,14.678,0.114
37,Cpd 37: 15.009,139894,79.93,Balloons_Sample_15_USSB_13_3,15.081,19176,22,79.93,15.009,14.96,0.122
38,Cpd 38: 15.120,140486,93.88,Balloons_Sample_15_USSB_13_3,15.218,15456,17,93.88,15.12,15.085,0.133
39,Cpd 39: 15.783,119564,94.99,Balloons_Sample_15_USSB_13_3,15.875,21140,13,94.99,15.783,15.742,0.133
40,Cpd 40: 15.937,94547,55.98,Balloons_Sample_15_USSB_13_3,15.976,9116,15,55.98,15.937,15.898,0.078
41,Cpd 41: 16.032,101901,57.06,Balloons_Sample_15_USSB_13_3,16.111,13138,14,57.06,16.032,15.968,0.143
42,Cpd 42: 16.306,99027,98.1,Balloons_Sample_15_USSB_13_3,16.375,12219,15,98.1,16.306,16.265,0.11
43,Cpd 43: 16.342,156629,104,Balloons_Sample_15_USSB_13_3,16.409,26316,17,104,16.342,16.303,0.107
44,Cpd 44: 16.613,79641,69.98,Balloons_Sample_15_USSB_13_3,16.676,5861,16,69.98,16.613,16.564,0.112
45,Cpd 45: 16.757,49314,106.93,Balloons_Sample_15_USSB_13_3,16.847,8310,10,106.93,16.757,16.714,0.133
46,Cpd 46: 17.333,54894,98.1,Balloons_Sample_15_USSB_13_3,17.38,10886,10,98.1,17.333,17.3,0.08
47,Cpd 47: 17.485,98485,55,Balloons_Sample_15_USSB_13_3,17.529,8034,17,55,17.485,17.449,0.08
48,Cpd 48: 17.557,61988,57.06,Balloons_Sample_15_USSB_13_3,17.593,10602,12,57.06,17.557,17.513,0.08
49,Cpd 49: 17.690,157917,55,Balloons_Sample_15_USSB_13_3,17.784,40440,13,55,17.69,17.654,0.129
