Cpd,Label,Area,Base Peak,File,End,Height,Ions,m/z,RT,Start,Width
1,Cpd 1: 1.390,318756,44,PC_Sample_21_USSB_35_3,1.57,80420,2,44,1.39,1.347,0.223
2,Cpd 2: 1.717,143378,63.85,PC_Sample_21_USSB_35_3,1.768,22359,7,63.85,1.717,1.642,0.126
3,Cpd 3: 1.810,318865,41,PC_Sample_21_USSB_35_3,1.88,60179,14,41,1.81,1.768,0.112
4,Cpd 4: 1.871,782043,54.05,PC_Sample_21_USSB_35_3,1.952,130920,11,54.05,1.871,1.834,0.118
5,Cpd 5: 1.911,266463,44,PC_Sample_21_USSB_35_3,1.994,84465,6,44,1.911,1.876,0.118
6,Cpd 6: 2.055,199790,47,PC_Sample_21_USSB_35_3,2.166,34209,7,47,2.055,2.015,0.15
7,Cpd 7: 2.636,200977,44.94,PC_Sample_21_USSB_35_3,2.752,43297,8,44.94,2.636,2.6,0.152
8,Cpd 8: 3.081,134305,43.01,PC_Sample_21_USSB_35_3,3.214,37087,4,43.01,3.081,3.045,0.169
9,Cpd 9: 3.376,193592,41,PC_Sample_21_USSB_35_3,3.507,34331,8,41,3.376,3.33,0.177
10,Cpd 10: 7.604,286114,56.02,PC_Sample_21_USSB_35_3,7.765,15804,8,56.02,7.604,7.486,0.28
11,Cpd 11: 8.369,238104,78.05,PC_Sample_21_USSB_35_3,8.513,15390,8,78.05,8.369,8.247,0.266
12,Cpd 12: 10.233,328723,43.01,PC_Sample_21_USSB_35_3,10.705,17367,4,43.01,10.233,10.187,0.517
13,Cpd 13: 13.437,4009558,98.07,PC_Sample_21_USSB_35_3,13.551,856004,11,98.07,13.437,13.387,0.164
14,Cpd 14: 13.546,524040,91.06,PC_Sample_21_USSB_35_3,13.617,108067,15,91.06,13.546,13.494,0.124
15,Cpd 15: 14.436,588369,207.03,PC_Sample_21_USSB_35_3,14.498,95619,30,207.03,14.436,14.38,0.118
16,Cpd 16: 14.757,174490,55.01,PC_Sample_21_USSB_35_3,14.831,24801,12,55.01,14.757,14.662,0.169
17,Cpd 17: 14.991,2378975,79.02,PC_Sample_21_USSB_35_3,15.058,218812,26,79.02,14.991,14.945,0.112
18,Cpd 18: 15.700,364543,91.06,PC_Sample_21_USSB_35_3,15.782,96472,19,91.06,15.7,15.661,0.122
19,Cpd 19: 15.781,147665,95.99,PC_Sample_21_USSB_35_3,15.868,24526,14,95.99,15.781,15.741,0.127
20,Cpd 20: 16.341,12178770,104.1,PC_Sample_21_USSB_35_3,16.424,2711830,15,104.1,16.341,16.3,0.124
21,Cpd 21: 16.773,145020,104.97,PC_Sample_21_USSB_35_3,16.827,36892,16,104.97,16.773,16.734,0.093
22,Cpd 22: 17.687,288845,55.01,PC_Sample_21_USSB_35_3,17.77,38235,28,55.01,17.687,17.648,0.122
23,Cpd 23: 17.791,175011,105.95,PC_Sample_21_USSB_35_3,17.863,22513,17,105.95,17.791,17.758,0.105
24,Cpd 24: 18.457,164132,57.07,PC_Sample_21_USSB_35_3,18.539,28585,15,57.07,18.457,18.4,0.139
25,Cpd 25: 18.633,193696,93.96,PC_Sample_21_USSB_35_3,18.704,46869,19,93.96,18.633,18.6,0.105
26,Cpd 26: 19.191,147717,104.97,PC_Sample_21_USSB_35_3,19.283,19634,18,104.97,19.191,19.127,0.156
27,Cpd 27: 19.334,640409,57.07,PC_Sample_21_USSB_35_3,19.413,31339,43,57.07,19.334,19.283,0.129
28,Cpd 28: 19.459,171702,56.02,PC_Sample_21_USSB_35_3,19.556,8853,29,56.02,19.459,19.411,0.145
29,Cpd 29: 19.842,199407,91.06,PC_Sample_21_USSB_35_3,19.895,11079,26,91.06,19.842,19.756,0.139
30,Cpd 30: 19.912,155698,69.02,PC_Sample_21_USSB_35_3,19.973,7105,33,69.02,19.912,19.868,0.105
31,Cpd 31: 20.139,166483,79.02,PC_Sample_21_USSB_35_3,20.173,12280,27,79.02,20.139,20.096,0.076
